x,alpha,density
9.375000,1.50,5.293561e-9
9.765625,1.50,3.638906e-9
10.156250,1.50,5.842025e-10
10.546875,1.50,8.795508e-11
10.937500,1.50,2.349281e-9
11.328125,1.50,6.200438e-9
11.718750,1.50,1.787087e-9
12.109375,1.50,1.148730e-8
12.500000,1.50,4.087630e-8
12.890625,1.50,1.767810e-8
13.281250,1.50,8.775259e-10
13.671875,1.50,2.475337e-9
14.062500,1.50,3.261215e-9
14.453125,1.50,1.737227e-9
14.843750,1.50,1.227660e-9
15.234375,1.50,4.869082e-10
15.625000,1.50,6.591467e-11
16.015625,1.50,2.027887e-10
16.406250,1.50,2.676339e-10
16.796875,1.50,8.262411e-10
17.187500,1.50,1.895778e-9
17.578125,1.50,2.009479e-9
17.968750,1.50,1.576227e-10
18.359375,1.50,9.934272e-9
18.750000,1.50,3.124344e-8
19.140625,1.50,1.696661e-8
19.531250,1.50,1.621498e-9
19.921875,1.50,8.097883e-10
20.312500,1.50,1.843623e-9
20.703125,1.50,1.296045e-9
21.093750,1.50,7.997805e-10
21.484375,1.50,2.472057e-10
21.875000,1.50,1.181137e-10
22.265625,1.50,1.107867e-10
22.656250,1.50,1.566143e-10
23.046875,1.50,2.917099e-10
23.437500,1.50,3.415657e-10
23.828125,1.50,1.254656e-10
24.218750,1.50,2.499398e-10
24.609375,1.50,3.577768e-9
25.000000,1.50,8.896204e-9
25.390625,1.50,5.646897e-9
25.781250,1.50,9.269481e-10
26.171875,1.50,4.499949e-11
26.562500,1.50,3.911314e-10
26.953125,1.50,3.858604e-10
27.343750,1.50,2.736098e-10
27.734375,1.50,7.724720e-11
28.125000,1.50,3.978307e-11
28.515625,1.50,1.169865e-11
28.906250,1.50,5.774124e-12
29.296875,1.50,4.998739e-12
29.687500,1.50,3.151429e-12
30.078125,1.50,3.223398e-11
30.468750,1.50,1.240193e-10
30.859375,1.50,7.526062e-10
31.250000,1.50,1.535686e-9
31.640625,1.50,9.941552e-10
32.031250,1.50,2.135096e-10
32.421875,1.50,4.153621e-11
32.812500,1.50,3.934683e-11
33.203125,1.50,3.369979e-11
33.593750,1.50,2.023404e-11
33.984375,1.50,6.537893e-12
34.375000,1.50,9.686168e-13
34.765625,1.50,1.790501e-13
35.156250,1.50,4.630642e-12
35.546875,1.50,1.027759e-11
35.937500,1.50,2.868132e-11
36.328125,1.50,3.391523e-11
36.718750,1.50,6.609227e-12
37.109375,1.50,1.412170e-10
37.500000,1.50,5.120582e-10
37.890625,1.50,5.095429e-10
38.281250,1.50,1.166387e-10
38.671875,1.50,1.635057e-11
39.062500,1.50,3.903957e-11
39.453125,1.50,2.887289e-11
39.843750,1.50,1.406362e-11
40.234375,1.50,3.913369e-12
40.625000,1.50,1.258908e-12
41.015625,1.50,7.173261e-13
41.406250,1.50,2.094486e-13
41.796875,1.50,3.406980e-13
42.187500,1.50,1.897110e-12
42.578125,1.50,3.699080e-11
42.968750,1.50,2.471277e-10
43.359375,1.50,1.045377e-9
43.750000,1.50,1.995651e-9
44.140625,1.50,1.942085e-9
44.531250,1.50,8.214169e-10
44.921875,1.50,1.812775e-10
45.312500,1.50,1.976637e-11
45.703125,1.50,2.106954e-12
46.093750,1.50,4.072462e-14
46.484375,1.50,1.379868e-13
46.875000,1.50,2.322673e-13
47.265625,1.50,2.340525e-13
47.656250,1.50,8.419929e-13
48.046875,1.50,8.461964e-13
48.437500,1.50,2.595419e-12
48.828125,1.50,3.881469e-12
49.218750,1.50,6.544028e-12
49.609375,1.50,7.402416e-12
50.000000,1.50,9.311306e-12
50.390625,1.50,1.032736e-11
50.781250,1.50,9.274080e-12
51.171875,1.50,6.204579e-12
51.562500,1.50,4.294084e-12
51.953125,1.50,2.152850e-12
52.343750,1.50,1.275806e-12
52.734375,1.50,4.107107e-13
53.125000,1.50,5.802929e-13
53.515625,1.50,2.835123e-13
53.906250,1.50,5.793615e-13
54.296875,1.50,6.539116e-13
54.687500,1.50,2.348491e-12
55.078125,1.50,5.534902e-12
55.468750,1.50,2.114259e-11
55.859375,1.50,5.100729e-11
56.250000,1.50,9.232098e-11
56.640625,1.50,8.942226e-11
57.031250,1.50,5.771312e-11
57.421875,1.50,2.077829e-11
57.812500,1.50,7.101731e-12
58.203125,1.50,1.444908e-12
58.593750,1.50,7.732331e-13
58.984375,1.50,2.412509e-13
59.375000,1.50,3.168646e-13
59.765625,1.50,1.186659e-13
60.156250,1.50,2.340604e-13
60.546875,1.50,1.436731e-13
60.937500,1.50,4.224868e-13
61.328125,1.50,5.400943e-13
61.718750,1.50,1.318826e-12
62.109375,1.50,2.212604e-12
62.500000,1.50,3.559244e-12
62.890625,1.50,3.450569e-12
63.281250,1.50,2.773659e-12
63.671875,1.50,1.312711e-12
64.062500,1.50,7.509559e-13
64.453125,1.50,2.567370e-13
64.843750,1.50,2.472755e-13
65.234375,1.50,6.981888e-14
65.625000,1.50,1.427355e-13
66.015625,1.50,5.367707e-14
66.406250,1.50,1.517146e-13
66.796875,1.50,5.029230e-14
67.187500,1.50,1.619557e-13
67.578125,1.50,6.007258e-14
67.968750,1.50,2.147160e-13
68.359375,1.50,7.417784e-14
68.750000,1.50,1.961356e-13
69.140625,1.50,5.878827e-14
69.531250,1.50,2.165196e-13
69.921875,1.50,6.753105e-14
70.312500,1.50,1.940750e-13
70.703125,1.50,5.990981e-14
71.093750,1.50,1.415091e-13
71.484375,1.50,3.759385e-14
71.875000,1.50,1.026158e-13
72.265625,1.50,3.411892e-14
72.656250,1.50,1.177428e-13
73.046875,1.50,5.260162e-14
73.437500,1.50,1.631988e-13
73.828125,1.50,8.554838e-14
74.218750,1.50,2.719259e-13
74.609375,1.50,1.768452e-13
75.000000,1.50,3.972302e-13
75.390625,1.50,2.128965e-13
75.781250,1.50,3.863079e-13
76.171875,1.50,1.544118e-13
76.562500,1.50,2.340418e-13
76.953125,1.50,7.235452e-14
77.343750,1.50,1.255209e-13
77.734375,1.50,3.225676e-14
78.125000,1.50,8.387349e-14
78.515625,1.50,2.814427e-14
78.906250,1.50,9.018785e-14
79.296875,1.50,3.589891e-14
79.687500,1.50,1.143112e-13
80.078125,1.50,5.555079e-14
80.468750,1.50,1.771529e-13
80.859375,1.50,1.000390e-13
81.250000,1.50,2.419957e-13
81.640625,1.50,1.197051e-13
82.031250,1.50,2.450562e-13
82.421875,1.50,9.384854e-14
82.812500,1.50,1.625295e-13
83.203125,1.50,5.014592e-14
83.593750,1.50,9.451326e-14
83.984375,1.50,2.556766e-14
84.375000,1.50,7.127925e-14
84.765625,1.50,2.380562e-14
85.156250,1.50,7.103496e-14
85.546875,1.50,2.411563e-14
85.937500,1.50,8.104105e-14
86.328125,1.50,3.679049e-14
86.718750,1.50,1.231785e-13
87.109375,1.50,5.875360e-14
87.500000,1.50,1.587227e-13
87.890625,1.50,7.185359e-14
88.281250,1.50,1.625055e-13
88.671875,1.50,5.951183e-14
89.062500,1.50,1.178722e-13
89.453125,1.50,3.654654e-14
89.843750,1.50,7.968050e-14
90.234375,1.50,2.219139e-14
90.625000,1.50,5.717085e-14
91.015625,1.50,1.630133e-14
91.406250,1.50,5.313453e-14
91.796875,1.50,1.765303e-14
92.187500,1.50,6.159131e-14
92.578125,1.50,2.238490e-14
92.968750,1.50,7.780384e-14
93.359375,1.50,3.175744e-14
93.750000,1.50,1.018438e-13
94.140625,1.50,3.856962e-14
94.531250,1.50,9.950286e-14
94.921875,1.50,3.257963e-14
95.312500,1.50,8.253880e-14
95.703125,1.50,2.541978e-14
96.093750,1.50,6.387434e-14
96.484375,1.50,1.917122e-14
96.875000,1.50,5.267784e-14
97.265625,1.50,1.666555e-14
97.656250,1.50,5.049247e-14
98.046875,1.50,1.731341e-14
98.437500,1.50,5.576720e-14
98.828125,1.50,2.081317e-14
99.218750,1.50,6.974764e-14
99.609375,1.50,2.950181e-14
