rank,plateifu,total_power,is_anomalous,p1,p2,p3,p4,p5,p6,p7,ph1,ph2,ph3,ph4,ph5,ph6,ph7
1587,10841-6103,3.46656265e0,0,5.77112390e-1,5.62760857e-1,5.39510779e-1,5.08324922e-1,4.70472180e-1,4.27455219e-1,3.80926301e-1,0.202165,0.404021,0.605248,0.805503,1.004404,1.201513,1.396308
1588,8948-3704,3.46250493e0,0,5.99792168e-1,5.80927643e-1,5.50565167e-1,5.10242455e-1,4.61959383e-1,4.08040371e-1,3.50977748e-1,-2.945400,-2.749266,-2.553252,-2.357430,-2.161881,-1.966707,-1.772042
1589,9026-12704,3.46241290e0,0,4.32637410e-1,4.44811912e-1,4.63955737e-1,4.88442548e-1,5.16175754e-1,5.44750666e-1,5.71638876e-1,0.017094,0.037637,0.064482,0.099511,0.143574,0.196655,0.258131
1590,8462-1902,3.46190009e0,0,5.37305616e-1,5.30186696e-1,5.18490306e-1,5.02464096e-1,4.82444806e-1,4.58848709e-1,4.32159859e-1,-3.010958,-2.880317,-2.749665,-2.618996,-2.488302,-2.357576,-2.226810
1591,12483-6102,3.45947572e0,0,7.26568353e-1,6.78847272e-1,6.04993253e-1,5.12662675e-1,4.10993202e-1,3.09343637e-1,2.16067335e-1,0.343668,0.686617,1.028048,1.366984,1.702103,2.031454,2.351858
1592,8252-6104,3.45414812e0,0,5.75301938e-1,5.60978031e-1,5.37763043e-1,5.06604691e-1,4.68753405e-1,4.25692190e-1,3.79054827e-1,-2.929302,-2.716871,-2.504155,-2.290997,-2.077216,-1.862607,-1.646917
1593,12678-3703,3.44439726e0,0,4.76539921e-1,4.79075923e-1,4.83264026e-1,4.89046876e-1,4.96345149e-1,5.05058513e-1,5.15066853e-1,0.000708,0.001678,0.003164,0.005403,0.008607,0.012961,0.018619
1594,9878-9102,3.43313772e0,0,7.10112914e-1,6.65779210e-1,5.96796489e-1,5.09840645e-1,4.12997391e-1,3.14735380e-1,2.22875694e-1,-2.876466,-2.611447,-2.346658,-2.082248,-1.818423,-1.555489,-1.293953
1595,9892-6101,3.43155593e0,0,4.66043713e-1,4.70643391e-1,4.77942513e-1,4.87411809e-1,4.98351633e-1,5.09930681e-1,5.21232189e-1,0.019675,0.040384,0.063060,0.088464,0.117127,0.149340,0.185164
1596,8263-12704,3.42849556e0,0,2.84009126e-1,5.38716701e-1,7.35061248e-1,7.34269535e-1,5.58376493e-1,3.48062293e-1,2.30000167e-1,1.491352,2.590315,-2.752754,-1.843478,-0.893495,0.175668,1.426617
1597,9183-3704,3.42801798e0,0,5.34293169e-1,5.26848193e-1,5.14625803e-1,4.97898925e-1,4.77038003e-1,4.52499857e-1,4.24814034e-1,-3.006505,-2.871415,-2.736319,-2.601214,-2.466097,-2.330966,-2.195817
1598,9001-12704,3.42634935e0,0,6.92043183e-1,6.51663510e-1,5.88613539e-1,5.08694412e-1,4.18969903e-1,3.26899983e-1,2.39464817e-1,-2.888203,-2.635105,-2.382621,-2.131148,-1.881216,-1.633595,-1.389498
1599,9094-12702,3.42558548e0,0,4.08540446e-1,4.22084747e-1,4.44302703e-1,4.74670252e-1,5.12472940e-1,5.56824507e-1,6.06689890e-1,-0.044824,-0.086811,-0.123539,-0.153281,-0.175082,-0.188669,-0.194282
1600,9037-1902,3.42362866e0,0,5.31456605e-1,5.24404809e-1,5.12817039e-1,4.96936285e-1,4.77093195e-1,4.53696915e-1,4.27223809e-1,-3.022364,-2.903162,-2.784013,-2.664946,-2.545990,-2.427181,-2.308557
1601,9884-3701,3.42192194e0,0,5.08436637e-1,5.05234118e-1,4.99946107e-1,4.92645738e-1,4.83433128e-1,4.72433205e-1,4.59793006e-1,0.148396,0.296831,0.445347,0.593983,0.742785,0.891797,1.041068
1602,8940-6104,3.42149574e0,0,5.91764050e-1,5.73306584e-1,5.43589844e-1,5.04106943e-1,4.56803560e-1,4.03947190e-1,3.47977567e-1,0.154065,0.307814,0.460913,0.612990,0.763609,0.912235,1.058184
1603,7965-12703,3.42122363e0,0,5.34924507e-1,5.27209440e-1,5.14544578e-1,4.97214285e-1,4.75604851e-1,4.50193162e-1,4.21532803e-1,-3.017656,-2.893731,-2.769830,-2.645965,-2.522149,-2.398395,-2.274721
1604,9490-3702,3.41985757e0,0,7.67058817e-1,7.07390451e-1,6.16209117e-1,5.04462660e-1,3.84865532e-1,2.69899383e-1,1.69971606e-1,-2.833653,-2.525646,-2.217494,-1.909098,-1.600312,-1.290903,-0.980434
1605,10215-12701,3.41911806e0,0,5.67590720e-1,5.53785056e-1,5.31389478e-1,5.01289516e-1,4.64656726e-1,4.22885789e-1,3.77520776e-1,-2.981519,-2.821614,-2.662054,-2.503029,-2.344758,-2.187493,-2.031544
1606,8562-12701,3.41739873e0,0,5.10849431e-1,5.07150936e-1,5.01042099e-1,4.92604705e-1,4.81950881e-1,4.69220808e-1,4.54579873e-1,0.138280,0.276594,0.414975,0.553457,0.692074,0.830860,0.969848
1607,7975-1901,3.41695648e0,0,5.53993783e-1,5.42694271e-1,5.24280294e-1,4.99359616e-1,4.68744122e-1,4.33413349e-1,3.94471043e-1,-2.950768,-2.759864,-2.568800,-2.377490,-2.185838,-1.993737,-1.801062
1608,8567-9101,3.41665568e0,0,8.01303654e-1,7.31910650e-1,6.26962843e-1,5.00427923e-1,3.68140440e-1,2.45056241e-1,1.42853930e-1,-2.813401,-2.484803,-2.155312,-1.824251,-1.490533,-1.152195,-0.805126
1609,9185-6103,3.41645409e0,0,2.90166528e-1,3.29519210e-1,3.91120750e-1,4.69410605e-1,5.57395337e-1,6.47337044e-1,7.31504619e-1,-0.082771,-0.142998,-0.169314,-0.161837,-0.126351,-0.069728,0.001966
1610,8252-12701,3.41379814e0,0,7.78608432e-1,7.15311271e-1,6.19062925e-1,5.02003368e-1,3.78038908e-1,2.60531799e-1,1.60241439e-1,-2.825174,-2.508729,-2.192229,-1.875641,-1.558926,-1.242034,-0.924888
1611,9871-12703,3.40937807e0,0,8.17029003e-1,7.42738780e-1,6.30953101e-1,4.97246374e-1,3.59057354e-1,2.32528727e-1,1.29824731e-1,-2.804656,-2.467641,-2.130453,-1.792971,-1.455003,-1.116215,-0.775897
1612,11020-6101,3.40668037e0,0,6.40606505e-1,6.11445096e-1,5.65226883e-1,5.05280195e-1,4.35798311e-1,3.61437824e-1,2.86885559e-1,-2.898646,-2.655416,-2.411590,-2.166797,-1.920560,-1.672219,-1.420813
1613,8600-1901,3.40476336e0,0,5.38354252e-1,5.29577227e-1,5.15212767e-1,4.95646314e-1,4.71397113e-1,4.43098928e-1,4.11476760e-1,-2.975236,-2.808841,-2.642370,-2.475782,-2.309033,-2.142076,-1.974857
1614,11007-9101,3.38856032e0,0,6.89041242e-1,6.48303372e-1,5.84565064e-1,5.03586823e-1,4.12538072e-1,3.19230169e-1,2.31295579e-1,0.227042,0.452646,0.675165,0.892482,1.101577,1.297756,1.473136
1615,12679-3701,3.38483583e0,0,5.02222728e-1,4.99340238e-1,4.94501813e-1,4.87661205e-1,4.78763619e-1,4.67754787e-1,4.54591444e-1,0.203056,0.405925,0.608424,0.810385,1.011653,1.212099,1.411617
1616,10841-12705,3.38448951e0,0,6.29914952e-1,6.02343216e-1,5.58569480e-1,5.01643598e-1,4.35422581e-1,3.64213016e-1,2.92382664e-1,-2.933937,-2.726635,-2.520077,-2.314722,-2.111163,-1.910202,-1.713003
1617,8725-3703,3.38353208e0,0,6.64617671e-1,6.29364462e-1,5.73909284e-1,5.02815767e-1,4.21750885e-1,3.36874865e-1,2.54199141e-1,-2.902183,-2.663004,-2.424314,-2.186431,-1.949786,-1.715008,-1.483088
1618,8247-3701,3.37859937e0,0,5.51791217e-1,5.39905678e-1,5.20546496e-1,4.94367569e-1,4.62243110e-1,4.25228963e-1,3.84516334e-1,-2.982828,-2.823992,-2.665009,-2.505798,-2.346264,-2.186294,-2.025752
1619,8716-9102,3.37850916e0,0,6.56612589e-1,6.22984602e-1,5.69995043e-1,5.01878333e-1,4.23906125e-1,3.41831320e-1,2.61301150e-1,-2.905951,-2.670318,-2.434701,-2.199109,-1.963549,-1.728023,-1.492531
1620,9091-1902,3.37756291e0,0,5.01091381e-1,4.98084258e-1,4.93105089e-1,4.86202584e-1,4.77444243e-1,4.66915669e-1,4.54719683e-1,0.123035,0.245994,0.368804,0.491387,0.613663,0.735551,0.856963
1621,8321-3702,3.37709453e0,0,5.11591389e-1,5.06102534e-1,4.97374371e-1,4.86008452e-1,4.72792199e-1,4.58648538e-1,4.44577047e-1,0.249301,0.499407,0.751099,1.005115,1.262112,1.522617,1.786971
1622,11975-12703,3.37425467e0,0,7.23443800e-1,6.73368382e-1,5.96092829e-1,4.99923650e-1,3.94725447e-1,2.90526351e-1,1.96174215e-1,-2.859222,-2.577122,-2.295608,-2.015089,-1.736168,-1.459818,-1.187779
1623,11025-3701,3.36909096e0,0,5.89634689e-1,5.70067476e-1,5.38633280e-1,4.97007171e-1,4.47359157e-1,3.92197514e-1,3.34191670e-1,-2.932015,-2.722363,-2.512558,-2.302508,-2.092099,-1.881185,-1.669568
1624,10520-3703,3.36792608e0,0,5.25663565e-1,5.18204922e-1,5.05969627e-1,4.89244725e-1,4.68419088e-1,4.43971018e-1,4.16453134e-1,0.144293,0.288488,0.432488,0.576187,0.719471,0.862212,1.004265
1625,8443-6102,3.36772392e0,0,5.28780267e-1,5.20804159e-1,5.07710976e-1,4.89799784e-1,4.67485548e-1,4.41293508e-1,4.11849675e-1,0.209321,0.418206,0.626218,0.832912,1.037834,1.240513,1.440457
1626,8084-6101,3.36683760e0,0,5.57074128e-1,5.43791373e-1,5.22249374e-1,4.93306145e-1,4.58093699e-1,4.17954626e-1,3.74368255e-1,-2.956192,-2.770794,-2.585401,-2.400020,-2.214658,-2.029328,-1.844048
1627,8140-6103,3.36175935e0,0,5.63194645e-1,5.48691816e-1,5.25179651e-1,4.93609508e-1,4.55240722e-1,4.11573440e-1,3.64269567e-1,0.219247,0.438501,0.657771,0.877066,1.096398,1.315781,1.535236
1628,11866-12701,3.35790615e0,0,5.15417569e-1,5.09495741e-1,4.99754595e-1,4.86383407e-1,4.69640122e-1,4.49844576e-1,4.27370141e-1,0.113774,0.227438,0.340879,0.453980,0.566616,0.678652,0.789942
1629,8147-12704,3.35725586e0,0,7.96360487e-1,7.25519918e-1,6.18710205e-1,4.90539979e-1,3.57432194e-1,2.34692400e-1,1.34000681e-1,-2.819591,-2.497724,-2.176151,-1.855098,-1.534925,-1.216294,-0.900612
1630,9044-3702,3.35561950e0,0,3.12492825e-1,3.42761746e-1,3.91367526e-1,4.55656619e-1,5.32127312e-1,6.16627267e-1,7.04586209e-1,-0.061618,-0.109782,-0.135965,-0.137718,-0.116741,-0.076499,-0.020699
1631,12488-1902,3.35346892e0,0,5.42342600e-1,5.31514902e-1,5.13856575e-1,4.89931691e-1,4.60495501e-1,4.26462079e-1,3.88865577e-1,-2.987325,-2.833120,-2.679044,-2.525168,-2.371572,-2.218345,-2.065597
1632,11984-3701,3.35043534e0,0,6.00655863e-1,5.78300912e-1,5.42530062e-1,4.95448900e-1,4.39766291e-1,3.78582320e-1,3.15150989e-1,-2.949906,-2.758440,-2.567431,-2.377146,-2.187909,-2.000133,-1.814371
1633,9089-3703,3.34718037e0,0,5.91629790e-1,5.71136925e-1,5.38210326e-1,4.94602209e-1,4.42592939e-1,3.84834831e-1,3.24173349e-1,-2.949462,-2.757240,-2.564827,-2.372104,-2.178924,-1.985090,-1.790323
1634,9029-6104,3.34434056e0,0,5.19357487e-1,5.12424663e-1,5.01036805e-1,4.85439012e-1,4.65964265e-1,4.43023691e-1,4.17094638e-1,-3.012116,-2.882661,-2.753247,-2.623895,-2.494629,-2.365472,-2.236448
1635,8554-12701,3.34307320e0,0,7.55785875e-1,6.95826010e-1,6.04368887e-1,4.92607855e-1,3.73483570e-1,2.59610889e-1,1.61390117e-1,-2.833050,-2.524620,-2.216439,-1.908708,-1.601756,-1.296180,-0.993197
1636,8592-9101,3.33995473e0,0,6.63791941e-1,6.27235132e-1,5.69844341e-1,4.96498105e-1,4.13230057e-1,3.26560004e-1,2.42795150e-1,-2.902936,-2.664366,-2.425978,-2.187892,-1.950268,-1.713347,-1.477508
1637,12675-6103,3.33799344e0,0,5.15120530e-1,5.08779206e-1,4.98346402e-1,4.84022795e-1,4.66082557e-1,4.44866765e-1,4.20775183e-1,0.147770,0.295519,0.443222,0.590854,0.738384,0.885776,1.032984
1638,10500-12703,3.33780259e0,0,5.08075551e-1,5.02968667e-1,4.94534786e-1,4.82889424e-1,4.68192542e-1,4.50646739e-1,4.30494876e-1,0.146096,0.292106,0.437946,0.583525,0.728753,0.873533,1.017760
1639,8942-6104,3.33746420e0,0,5.57222222e-1,5.43140836e-1,5.20320638e-1,4.89695896e-1,4.52499500e-1,4.10193993e-1,3.64391116e-1,-2.963682,-2.785822,-2.608066,-2.430473,-2.253109,-2.076054,-1.899406
1640,7815-12705,3.33424027e0,0,5.92877380e-1,5.70483871e-1,5.35183292e-1,4.89731820e-1,4.37480722e-1,3.81968045e-1,3.26515139e-1,-2.957457,-2.774428,-2.593624,-2.416182,-2.243252,-2.075958,-1.915332
1641,9046-1901,3.33297091e0,0,4.88099782e-1,4.86234776e-1,4.83114664e-1,4.78723147e-1,4.73040059e-1,4.66043858e-1,4.57714622e-1,0.192361,0.384667,0.576865,0.768908,0.960756,1.152375,1.343744
1642,11956-12702,3.33211926e0,0,6.12329949e-1,5.86841237e-1,5.46297153e-1,4.93412057e-1,4.31625254e-1,3.64788325e-1,2.96825283e-1,-2.914250,-2.686807,-2.459152,-2.231164,-2.002691,-1.773541,-1.543453
1643,12489-1901,3.33129042e0,0,5.15757132e-1,5.09088317e-1,4.98145024e-1,4.83179108e-1,4.64532855e-1,4.42629073e-1,4.17958916e-1,0.162965,0.326188,0.489933,0.654476,0.820114,0.987168,1.155997
1644,9512-1901,3.32789203e0,0,4.81329821e-1,4.80544565e-1,4.79166752e-1,4.77095902e-1,4.74197517e-1,4.70309185e-1,4.65248288e-1,0.157703,0.315486,0.473425,0.631586,0.790026,0.948785,1.107889
1645,8447-1901,3.32601824e0,0,5.46153320e-1,5.33887117e-1,5.13934682e-1,4.87007910e-1,4.54054975e-1,4.16215137e-1,3.74765102e-1,-2.967907,-2.794260,-2.620694,-2.447254,-2.273993,-2.100975,-1.928279
1646,8147-6104,3.32508310e0,0,6.25614317e-1,5.96956032e-1,5.51601592e-1,4.92900345e-1,4.25045645e-1,3.52653036e-1,2.80312133e-1,-2.911036,-2.680634,-2.450554,-2.220983,-1.992148,-1.764341,-1.537956
1647,8448-12703,3.32217629e0,0,6.03312290e-1,5.79515361e-1,5.41536482e-1,4.91747688e-1,4.33181625e-1,3.69278237e-1,3.03604604e-1,-2.908435,-2.675188,-2.441756,-2.208031,-1.973879,-1.739132,-1.503557
1648,8239-6101,3.31524464e0,0,5.88168596e-1,5.67387865e-1,5.34040664e-1,4.89958678e-1,4.37516227e-1,3.79459564e-1,3.18713049e-1,-2.947627,-2.753688,-2.559802,-2.366000,-2.172322,-1.978817,-1.785550
1649,11016-6101,3.31471801e0,0,5.36880975e-1,5.26013280e-1,5.08302303e-1,4.84331577e-1,4.54880623e-1,4.20889946e-1,3.83419308e-1,-2.987360,-2.833204,-2.679206,-2.525452,-2.372039,-2.219079,-2.066706
1650,11746-3704,3.31396779e0,0,5.36170379e-1,5.25371389e-1,5.07788614e-1,4.84024096e-1,4.54879432e-1,4.21317391e-1,3.84416485e-1,0.168355,0.336525,0.504319,0.671533,0.837943,1.003295,1.167297
1651,11836-12702,3.30805203e0,0,5.78513167e-1,5.59385714e-1,5.28655280e-1,4.87955661e-1,4.39403785e-1,3.85447157e-1,3.28691264e-1,-2.944936,-2.748379,-2.552027,-2.355998,-2.160431,-1.965497,-1.771418
1652,8711-12702,3.30577915e0,0,6.90673333e-1,6.46112303e-1,5.77010442e-1,4.90351166e-1,3.94508429e-1,2.98123106e-1,2.09000375e-1,-2.867198,-2.592863,-2.318654,-2.044654,-1.770982,-1.497815,-1.225451
1653,11967-3704,3.30168746e0,0,6.42465961e-1,6.09305060e-1,5.57118691e-1,4.90167385e-1,4.13740005e-1,3.33583874e-1,2.55306484e-1,0.254268,0.508001,0.760604,1.011343,1.259236,1.502872,1.740075
1654,12621-9102,3.29850983e0,0,5.84982452e-1,5.64293566e-1,5.31119263e-1,4.87315678e-1,4.35281642e-1,3.77780179e-1,3.17737048e-1,-2.942277,-2.743102,-2.544222,-2.345811,-2.148082,-1.951309,-1.755863
1655,8999-3702,3.29787946e0,0,4.95429269e-1,4.91466353e-1,4.84918082e-1,4.75868320e-1,4.64432469e-1,4.50755495e-1,4.35009477e-1,-3.052688,-2.963812,-2.874994,-2.786265,-2.697656,-2.609201,-2.520936
1656,8613-6103,3.29362856e0,0,4.28296086e-1,4.36985873e-1,4.50493856e-1,4.67439885e-1,4.86049590e-1,5.04296847e-1,5.20066418e-1,0.048085,0.098865,0.154635,0.217023,0.286906,0.364488,0.449452
1657,8446-1901,3.29343407e0,0,5.42530488e-1,5.30166573e-1,5.10015996e-1,4.82744443e-1,4.49248171e-1,4.10620054e-1,3.68108347e-1,0.119636,0.239090,0.358171,0.476667,0.594328,0.710851,0.825849
1658,8932-9102,3.28966618e0,0,6.04408521e-1,5.79277145e-1,5.39296873e-1,4.87137956e-1,4.26184590e-1,3.60228033e-1,2.93133063e-1,-2.904883,-2.668112,-2.431212,-2.194110,-1.956717,-1.718917,-1.480559
1659,8597-1901,3.28707139e0,0,5.10235756e-1,5.03465109e-1,4.92341087e-1,4.77099513e-1,4.58061166e-1,4.35622780e-1,4.10245980e-1,-3.024062,-2.906595,-2.789257,-2.672117,-2.555249,-2.438735,-2.322668
1660,8091-6101,3.28605376e0,0,5.01692432e-1,4.96381780e-1,4.87628900e-1,4.75579243e-1,4.60432748e-1,4.42440177e-1,4.21898476e-1,0.112823,0.225776,0.338992,0.452611,0.566777,0.681647,0.797394
1661,9095-6102,3.28165066e0,0,5.03012932e-1,4.97336316e-1,4.88000977e-1,4.75191805e-1,4.59160501e-1,4.40218686e-1,4.18729448e-1,0.100491,0.200854,0.300961,0.400677,0.499859,0.598356,0.696002
1662,9190-12701,3.27973001e0,0,5.75641944e-1,5.56305682e-1,5.25236661e-1,4.84083866e-1,4.34987264e-1,3.80426364e-1,3.23048226e-1,-2.948202,-2.754866,-2.561643,-2.368598,-2.175809,-1.983370,-1.791406
1663,10519-6102,3.27588410e0,0,6.47351019e-1,6.12406014e-1,5.57460093e-1,4.87069930e-1,4.06892783e-1,3.23077736e-1,2.41626527e-1,0.288384,0.577016,0.866167,1.156160,1.447417,1.740533,2.036430
1664,8623-3702,3.27496871e0,0,4.96707763e-1,4.91965256e-1,4.84145588e-1,4.73373558e-1,4.59820005e-1,4.43698059e-1,4.25258476e-1,-3.004783,-2.867917,-2.730939,-2.593790,-2.456410,-2.318731,-2.180684
1665,8091-6103,3.26657196e0,0,6.98913834e-1,6.50595687e-1,5.76111226e-1,4.83556409e-1,3.82499961e-1,2.82601026e-1,1.92293821e-1,-2.856858,-2.572587,-2.289309,-2.007706,-1.728754,-1.453990,-1.186080
1666,8547-9102,3.26600019e0,0,5.83026448e-1,5.61707424e-1,5.27588569e-1,4.82668881e-1,4.29518128e-1,3.71074162e-1,3.10416583e-1,-2.935996,-2.730610,-2.525660,-2.321402,-2.118148,-1.916294,-1.716370
1667,9884-3703,3.26298582e0,0,6.37780320e-1,6.04571900e-1,5.52217095e-1,4.84901071e-1,4.07908800e-1,3.27124275e-1,2.48482358e-1,0.154106,0.306929,0.457033,0.602639,0.741328,0.869556,0.981741
1668,8945-9101,3.26167953e0,0,5.67029859e-1,5.48874452e-1,5.19662017e-1,4.80885286e-1,4.34486306e-1,3.82723232e-1,3.28018377e-1,-2.941185,-2.740891,-2.540831,-2.341142,-2.141986,-1.943569,-1.746158
1669,8323-3701,3.26090909e0,0,5.13861863e-1,5.05684697e-1,4.92333506e-1,4.74210251e-1,4.51850257e-1,4.25896870e-1,3.97071648e-1,-2.999617,-2.857804,-2.716317,-2.575319,-2.434977,-2.295458,-2.156930
1670,7975-6102,3.25971122e0,0,5.72406392e-1,5.53079081e-1,5.22050744e-1,4.81005368e-1,4.32125020e-1,3.77932390e-1,3.21112229e-1,-2.929016,-2.716099,-2.502478,-2.287737,-2.071380,-1.852772,-1.631077
1671,9186-1901,3.25165678e0,0,5.96055599e-1,5.71646623e-1,5.32729223e-1,4.81789927e-1,4.22006639e-1,3.56981814e-1,2.90446957e-1,-2.913996,-2.686268,-2.458265,-2.229815,-2.000703,-1.770633,-1.539184
1672,8249-9102,3.25144036e0,0,3.19102580e-1,3.46044911e-1,3.89058156e-1,4.45436094e-1,5.11640329e-1,5.83529877e-1,6.56628414e-1,-0.056935,-0.102363,-0.128686,-0.133341,-0.117452,-0.083923,-0.036098
1673,10500-9101,3.24221010e0,0,4.08387189e-1,4.18056227e-1,4.33697816e-1,4.54624681e-1,4.79919278e-1,5.08475628e-1,5.39049282e-1,-0.010991,-0.019804,-0.024548,-0.023818,-0.016775,-0.003114,0.017045
1674,9090-6101,3.24131970e0,0,6.99491217e-1,6.50096676e-1,5.74045771e-1,4.79727326e-1,3.77033847e-1,2.75915483e-1,1.85009379e-1,-2.853118,-2.564760,-2.276651,-1.988952,-1.701885,-1.415782,-1.131206
1675,8078-9101,3.23807252e0,0,5.78508284e-1,5.57305866e-1,5.23363834e-1,4.78657967e-1,4.25731176e-1,3.67495421e-1,3.07009968e-1,-2.936279,-2.731088,-2.526152,-2.321625,-2.117695,-1.914606,-1.712692
1676,8613-3702,3.23755737e0,0,5.28380369e-1,5.17030999e-1,4.98556711e-1,4.73597632e-1,4.43007449e-1,4.07813695e-1,3.69170517e-1,-2.969499,-2.797280,-2.624803,-2.451928,-2.278494,-2.104317,-1.929173
1677,8452-12704,3.23287399e0,0,7.81575244e-1,7.08996341e-1,6.00078728e-1,4.70347775e-1,3.37061513e-1,2.16004074e-1,1.18810317e-1,-2.812525,-2.483492,-2.154537,-1.825725,-1.497168,-1.169090,-0.841997
1678,8445-3704,3.23188638e0,0,4.79175426e-1,4.76395709e-1,4.71770389e-1,4.65312214e-1,4.57041776e-1,4.46989984e-1,4.35200879e-1,0.108123,0.216337,0.324733,0.433395,0.542405,0.651838,0.761759
1679,8244-3702,3.23088682e0,0,5.47069815e-1,5.31970674e-1,5.07559222e-1,4.74917818e-1,4.35468700e-1,3.90888914e-1,3.43011679e-1,-2.940310,-2.738894,-2.537208,-2.335097,-2.132385,-1.928861,-1.724260
1680,8321-9101,3.23069847e0,0,8.75981812e-1,7.47709523e-1,5.69702490e-1,3.86663213e-1,2.45427304e-1,1.83788357e-1,2.21425769e-1,0.395242,0.803270,1.242276,1.744740,2.369535,-3.115677,-2.278661
1681,12491-9101,3.23064304e0,0,5.85693603e-1,5.62860832e-1,5.26359840e-1,4.78390412e-1,4.21783246e-1,3.59778413e-1,2.95776696e-1,-2.924367,-2.707026,-2.489448,-2.271484,-2.052949,-1.833595,-1.613064
1682,8152-12703,3.23062139e0,0,5.98132800e-1,5.72558210e-1,5.31886340e-1,4.78856511e-1,4.16945974e-1,3.50058375e-1,2.82183182e-1,-2.923339,-2.705056,-2.486713,-2.268269,-2.049671,-1.830845,-1.611679
1683,12092-3701,3.22885247e0,0,6.30901059e-1,5.97872877e-1,5.45938645e-1,4.79395874e-1,4.03568061e-1,3.24221468e-1,2.46954486e-1,-2.906894,-2.672663,-2.439417,-2.207792,-1.978632,-1.753148,-1.533198
1684,11016-6103,3.22483389e0,0,4.53713859e-1,4.55005939e-1,4.57072100e-1,4.59784370e-1,4.62969458e-1,4.66414433e-1,4.69873727e-1,0.049606,0.099538,0.150110,0.201610,0.254290,0.308359,0.363979
1685,8314-12705,3.21924180e0,0,5.61493095e-1,5.43175364e-1,5.13733855e-1,4.74716676e-1,4.28130762e-1,3.76298228e-1,3.21693817e-1,-2.932767,-2.723911,-2.514990,-2.305969,-2.096809,-1.887463,-1.677873
1686,8453-3702,3.21563775e0,0,4.87757854e-1,4.83145399e-1,4.75515759e-1,4.64956012e-1,4.51588737e-1,4.35572417e-1,4.17101575e-1,0.188917,0.377748,0.566404,0.754802,0.942857,1.130488,1.317614
1687,11939-12703,3.21145841e0,0,6.39055556e-1,6.05139546e-1,5.50005135e-1,4.77337254e-1,3.94085184e-1,3.10013331e-1,2.35822401e-1,0.204758,0.408473,0.608933,0.801733,0.979414,1.130714,1.240533
1688,11979-3701,3.20876142e0,0,4.96156622e-1,4.89885383e-1,4.79573971e-1,4.65429408e-1,4.47733744e-1,4.26836561e-1,4.03145736e-1,-3.029070,-2.916591,-2.804201,-2.691947,-2.579881,-2.468057,-2.356540
1689,8998-6103,3.20476341e0,0,5.57206016e-1,5.39422425e-1,5.10775617e-1,4.72685546e-1,4.27007896e-1,3.75913907e-1,3.21752007e-1,-2.951357,-2.761133,-2.570932,-2.380767,-2.190655,-2.000615,-1.810673
1690,11024-12703,3.20469515e0,0,8.99760886e-2,1.98145516e-1,3.48501937e-1,5.05194687e-1,6.33255492e-1,7.08086068e-1,7.21535359e-1,1.164613,1.927812,2.516887,3.044579,-2.731769,-2.226629,-1.710538
1691,10216-12702,3.19524872e0,0,5.23711241e-1,5.12074515e-1,4.93155599e-1,4.67642735e-1,4.36450604e-1,4.00674967e-1,3.61539061e-1,-2.991066,-2.840692,-2.690634,-2.541063,-2.392173,-2.244191,-2.097383
1692,8448-12702,3.19054107e0,0,4.68298055e-1,4.79497289e-1,4.89592822e-1,4.89022269e-1,4.69734830e-1,4.28106258e-1,3.66289549e-1,0.113191,0.236606,0.376580,0.534342,0.707155,0.889966,1.076389
1693,8985-9101,3.18974508e0,0,4.66695715e-1,4.64488682e-1,4.61255112e-1,4.57366867e-1,4.52882861e-1,4.47337858e-1,4.39717984e-1,0.544306,1.088389,1.631748,2.173444,2.712126,-3.036926,-2.508713
1694,9049-3704,3.18317881e0,0,5.29336461e-1,5.16344999e-1,4.95259904e-1,4.66901132e-1,4.32356439e-1,3.92925553e-1,3.50054320e-1,-2.954363,-2.766974,-2.579257,-2.391027,-2.202073,-2.012141,-1.820918
1695,12624-1902,3.18017856e0,0,4.84638195e-1,4.80099512e-1,4.72395349e-1,4.61347122e-1,4.46762811e-1,4.28486265e-1,4.06449302e-1,0.285190,0.569898,0.853671,1.136106,1.416875,1.695733,1.972530
1696,8654-9101,3.17313517e0,0,4.68835276e-1,4.66921083e-1,4.63400473e-1,4.57880562e-1,4.49994032e-1,4.39534025e-1,4.26569723e-1,0.091099,0.182510,0.274424,0.366814,0.459377,0.551533,0.642471
1697,11867-12703,3.17277167e0,0,5.82162400e-1,5.58162375e-1,5.19934930e-1,4.69972460e-1,4.11449163e-1,3.47945430e-1,2.83144913e-1,-2.930753,-2.720105,-2.509857,-2.300254,-2.091603,-1.884316,-1.678974
1698,9041-3702,3.16966519e0,0,5.43039117e-1,5.26964919e-1,5.01042274e-1,4.66511946e-1,4.24994377e-1,3.78384074e-1,3.28728485e-1,-2.941377,-2.741212,-2.541154,-2.341265,-2.141619,-1.942310,-1.743460
1699,8981-12702,3.16238446e0,0,6.24526990e-1,5.90767691e-1,5.37738098e-1,4.69901315e-1,3.92777569e-1,3.12332762e-1,2.34340031e-1,-2.887365,-2.633230,-2.379290,-2.125675,-1.872557,-1.620194,-1.368991
1700,9049-1901,3.15925613e0,0,4.77832251e-1,4.73489426e-1,4.66322404e-1,4.56436227e-1,4.43975022e-1,4.29119150e-1,4.12081651e-1,-3.043091,-2.944614,-2.846191,-2.747847,-2.649611,-2.551513,-2.453586
