id	key	title	status	has_links	working_count	nonworking_count	source_refs
ASOT-0330	title:rammal_r_toulouse_g_virasoro_m_a_1986_ultrametricity_for_physicists_reviews_of_modern_physics_58_3_765	**Rammal, R., Toulouse, G., & Virasoro, M. A.** (1986). *Ultrametricity for physicists*. Reviews of Modern Physics 58(3), 765.	citation_only_no_link	no	0	0	BIB-0167
ASOT-8154	title:saniga_m_holweck_f_pracna_p_2015_cayley_dickson_algebras_and_finite_geometry_discrete_and_computational_geometry_arxiv_1405_6888	**Saniga, M., Holweck, F., & Pracna, P.** (2015). *Cayley-Dickson algebras and finite geometry*. Discrete and Computational Geometry, arXiv:1405.6888.	citation_only_no_link	no	0	0	BIB-0161
ASOT-8156	title:schafer_r_d_1966_an_introduction_to_nonassociative_algebras_academic_press_reprinted_dover_1995	**Schafer, R. D.** (1966). *An Introduction to Nonassociative Algebras*. Academic Press (reprinted Dover, 1995).	citation_only_no_link	no	0	0	BIB-0157
ASOT-8162	title:sharma_a_1987_ray_trace_algorithms_for_grin_media_applied_optics_26_15_2943	**Sharma, A.** (1987). *Ray trace algorithms for GRIN media*. Applied Optics 26(15), 2943.	citation_only_no_link	no	0	0	BIB-0054
ASOT-8163	title:sharma_a_kumar_d_v_ghatak_a_k_1982_tracing_rays_through_graded_index_media_a_new_method_applied_optics_21_6	**Sharma, A., Kumar, D. V., & Ghatak, A. K.** (1982). *Tracing rays through graded-index media: a new method*. Applied Optics 21(6).	citation_only_no_link	no	0	0	BIB-0053
ASOT-8164	title:sheng_c_et_al_2020_optical_analogues_to_the_equatorial_kerr_newman_black_hole_comm_phys_nature_3_384	**Sheng, C., et al.** (2020). *Optical analogues to the equatorial Kerr-Newman black hole*. Comm. Phys. (Nature) 3, 384.	citation_only_no_link	no	0	0	BIB-0060
ASOT-8166	title:smith_j_d_h_1995_a_left_loop_on_the_15_sphere_journal_of_algebra_176_1_128_138	**Smith, J. D. H.** (1995). *A left loop on the 15-sphere*. Journal of Algebra 176(1), 128-138.	citation_only_no_link	no	0	0	BIB-0159
ASOT-8167	title:springer_t_a_veldkamp_f_d_2000_octonions_jordan_algebras_and_exceptional_groups_springer	**Springer, T. A., & Veldkamp, F. D.** (2000). *Octonions, Jordan Algebras and Exceptional Groups*. Springer.	citation_only_no_link	no	0	0	BIB-0125
ASOT-8169	title:stasheff_j_d_1963_homotopy_associativity_of_h_spaces_i_ii_trans_amer_math_soc_108_275_312	**Stasheff, J. D.** (1963). *Homotopy associativity of H-spaces I, II*. Trans. Amer. Math. Soc. 108, 275-312.	citation_only_no_link	no	0	0	BIB-0118
ASOT-8170	title:stone_b_d_forbes_g_w_1990_optimal_interpolants_for_runge_kutta_ray_tracing_in_inhomogeneous_media_josa_a_7_2_248_254	**Stone, B. D., & Forbes, G. W.** (1990). *Optimal interpolants for Runge-Kutta ray tracing in inhomogeneous media*. JOSA A 7(2), 248-254.	citation_only_no_link	no	0	0	BIB-0052
ASOT-8173	title:taibleson_m_h_1975_fourier_analysis_on_local_fields_princeton_university_press	**Taibleson, M. H.** (1975). *Fourier Analysis on Local Fields*. Princeton University Press.	citation_only_no_link	no	0	0	BIB-0107
ASOT-8206	title:vladimirov_v_s_volovich_i_v_zelenov_e_i_1994_p_adic_analysis_and_mathematical_physics_world_scientific	**Vladimirov, V. S., Volovich, I. V., & Zelenov, E. I.** (1994). *p-adic Analysis and Mathematical Physics*. World Scientific.	citation_only_no_link	no	0	0	BIB-0106
ASOT-8213	title:will_c_m_2018_theory_and_experiment_in_gravitational_physics_2nd_ed_cambridge_university_press	**Will, C. M.** (2018). *Theory and experiment in gravitational physics* (2nd ed.). Cambridge University Press.	citation_only_no_link	no	0	0	BIB-0190
ASOT-8215	url:http://arxiv.org/abs.math.ra/0403113	"Suppressing 'Sleeper Cell' Structures in the Sedenions and 2N-ions"" (""BK3""),"	blocked	yes	0	1	docs/external_sources/DE_MARRAIS_WOLFRAM_SLIDES.md:847; docs/generated/EXTERNAL_SOURCES_REGISTRY_MIRROR.md:150
ASOT-8225	url:http://matu1.math.auckland.ac.nz/~king/preprints/chaoq.htm	Flying Higher Than A Box-Kite	blocked	yes	0	2	XS-005
ASOT-8227	url:http://www.wolframscience.com/conference/2004/presentations/materials/rdemarrais.pdf	"Buck',"""	blocked	yes	0	1	docs/external_sources/DE_MARRAIS_PRESTO_DIGITIZATION.md:1523; docs/generated/EXTERNAL_SOURCES_REGISTRY_MIRROR.md:133
ASOT-8228	url:https://academic.oup.com/ptep/article-pdf/2014/1/013a03/4432616/ptt110.pdf	https://academic.oup.com/ptep/article-pdf/2014/1/013A03/4432616/ptt110.pdf	blocked	yes	0	1	registry/research_intake_2026_02_15_cayley_dickson.toml::lane_item/7::LFI-008
ASOT-8229	url:https://archive.org/details/elementarytreat00tailuoft	An Elementary Treatise on Quaternions	blocked	yes	0	1	reports/literature_canonical_gap_matrix_2026_02_14.toml::canonical_check/2::CAN-QUAT-1867-TAIT
ASOT-8230	url:https://archive.org/details/theoryofbiquater00conwrich	The Theory of Biquaternions	blocked	yes	0	1	reports/literature_canonical_gap_matrix_2026_02_14.toml::canonical_check/6::CAN-BIQ-1911-CONWAY
ASOT-8308	url:https://arxiv.org/abs/unknown	Monograph: Composition Algebras and Physical Applications	blocked	yes	0	1	registry/third_party_markdown_cache.toml::external_source/0
ASOT-8312	url:https://arxiv.org/pdf/1602.02317	https://arxiv.org/pdf/1602.02317	blocked	yes	0	1	registry/research_intake_2026_02_15_cayley_dickson.toml::lane_item/19::LFI-020
ASOT-8331	url:https://cms.math.ca/wp-content/uploads/2020/02/cmb49-4-6.pdf	**Kinyon, M. K., & Sagle, A. A.** (2006). *Subalgebras of the real sedenions*. Canadian Mathematical Bulletin 49(4), 566-581. [PDF](https://cms.math.ca/wp-content/uploads/2020/02/cmb49-4-6.pdf).	blocked	yes	0	1	BIB-0083; docs/BIBLIOGRAPHY.md:180; docs/generated/BIBLIOGRAPHY_REGISTRY_MIRROR.md:166; registry/bibliography.toml::entry/82::BIB-0083; registry/bibliography_normalized.toml::entry/82::BIBN-0083
ASOT-8344	url:https://msp.org/pjm/1985/117-1/pjm-v117-n1-pjm-v117-n1-p10-s.pdf	https://msp.org/pjm/1985/117-1/pjm-v117-n1-pjm-v117-n1-p10-s.pdf	blocked	yes	0	1	registry/research_intake_2026_02_15_cayley_dickson.toml::lane_item/6::LFI-007
ASOT-8352	url:https://ncatlab.org/nlab/show/monstrous+moonshine	**nLab contributors.** *Monstrous Moonshine*. [nLab](https://ncatlab.org/nlab/show/Monstrous+Moonshine).	blocked	yes	0	1	BIB-0153
ASOT-8358	url:https://www.cambridge.org/core/journals/compositio-mathematica/article/stable-homology-of-wheeled-operads/c66016da3a1bb600e57d975d3e8d83bc	**Dotsenko, V.** (2025). *Stable homology of wheeled operads*. Compositio Mathematica. [Cambridge Core](https://www.cambridge.org/core/journals/compositio-mathematica/article/stable-homology-of-wheeled-operads/C66016DA3A1BB600E57D975D3E8D83BC).	blocked	yes	0	1	BIB-0066
ASOT-8365	url:https://www.researchgate.net/profile/john-bales/publication/238738095_a_tree_for_computing_the_cayley-dickson_twist/links/0a85e53a8b63445499000000/a-tree-for-computing-the-cayley-dickson-twist.pdf	https://www.researchgate.net/profile/John-Bales/publication/238738095_A_Tree_for_Computing_the_Cayley-Dickson_Twist/links/0a85e53a8b63445499000000/A-Tree-for-Computing-the-Cayley-Dickson-Twist.pdf	blocked	yes	0	1	registry/research_intake_2026_02_15_cayley_dickson.toml::lane_item/21::LFI-022
