k,E_base,E_padic,E_neg_dim,E_warp
2.330000000000000000e+02,1.133461565632757939e-04,1.133461565632757939e-04,7.425394266454987391e-06,7.425394266454987391e-06
2.340000000000000000e+02,1.125399983152355199e-04,5.626999915761775995e-05,7.356812644175290226e-06,3.678406322087645113e-06
2.350000000000000000e+02,1.117429749710586822e-04,1.117429749710586822e-04,7.289152867303936429e-06,7.289152867303936429e-06
2.360000000000000000e+02,1.109549448051142125e-04,2.773873620127855313e-05,7.222398700756901471e-06,1.805599675189225368e-06
2.370000000000000000e+02,1.101757688784952768e-04,1.101757688784952768e-04,7.156534262503353553e-06,7.156534262503353553e-06
2.380000000000000000e+02,1.094053109727618779e-04,5.470265548638093893e-05,7.091544014440466861e-06,3.545772007220233431e-06
2.390000000000000000e+02,1.086434375255291359e-04,1.086434375255291359e-04,7.027412753541216612e-06,7.027412753541216612e-06
2.400000000000000000e+02,1.078900175678422805e-04,6.743126097990142533e-06,6.964125603265859683e-06,4.352578502041162302e-07
2.410000000000000000e+02,1.071449226632815549e-04,1.071449226632815549e-04,6.901668005228172262e-06,6.901668005228172262e-06
2.420000000000000000e+02,1.064080268487423880e-04,5.320401342437119398e-05,6.840025711107914894e-06,3.420012855553957447e-06
2.430000000000000000e+02,1.056792065768380489e-04,1.056792065768380489e-04,6.779184774801223148e-06,6.779184774801223148e-06
2.440000000000000000e+02,1.049583406598737030e-04,2.623958516496842575e-05,6.719131544801002467e-06,1.679782886200250617e-06
2.450000000000000000e+02,1.042453102153431210e-04,1.042453102153431210e-04,6.659852656799675933e-06,6.659852656799675933e-06
2.460000000000000000e+02,1.035399986129002158e-04,5.176999930645010789e-05,6.601335026506927632e-06,3.300667513253463816e-06
2.470000000000000000e+02,1.028422914227600173e-04,1.028422914227600173e-04,6.543565842675324004e-06,6.543565842675324004e-06
2.480000000000000000e+02,1.021520763654849064e-04,1.276900954568561330e-05,6.486532560327024192e-06,8.108165700408780241e-07
2.490000000000000000e+02,1.014692432631132668e-04,1.014692432631132668e-04,6.430222894174958155e-06,6.430222894174958155e-06
2.500000000000000000e+02,1.007936839915898165e-04,5.039684199579490823e-05,6.374624812232168059e-06,3.187312406116084029e-06
2.510000000000000000e+02,1.001252924344576251e-04,1.001252924344576251e-04,6.319726529603190605e-06,6.319726529603190605e-06
2.520000000000000000e+02,9.946396443777362712e-05,2.486599110944340678e-05,6.265516502451585790e-06,1.566379125612896447e-06
2.530000000000000000e+02,9.880959776621049510e-05,9.880959776621049510e-05,6.211983422137953915e-06,6.211983422137953915e-06
2.540000000000000000e+02,9.816209206030927239e-05,4.908104603015463619e-05,6.159116209522977482e-06,3.079558104761488741e-06
2.550000000000000000e+02,9.752134879484805597e-05,9.752134879484805597e-05,6.106904009430190632e-06,6.106904009430190632e-06
2.560000000000000000e+02,9.688727123829339095e-05,3.784659032745835584e-07,6.055336185263410031e-06,2.365365697368519543e-08
2.570000000000000000e+02,9.625976441330220262e-05,9.625976441330220262e-05,6.004402313773922866e-06,6.004402313773922866e-06
2.580000000000000000e+02,9.563873505824304125e-05,4.781936752912152063e-05,5.954092179972706369e-06,2.977046089986353185e-06
2.590000000000000000e+02,9.502409158970634960e-05,9.502409158970634960e-05,5.904395772183092180e-06,5.904395772183092180e-06
2.600000000000000000e+02,9.441574406597492703e-05,2.360393601649373176e-05,5.855303277229506545e-06,1.463825819307376636e-06
2.610000000000000000e+02,9.381360415142621118e-05,9.381360415142621118e-05,5.806805075758019866e-06,5.806805075758019866e-06
2.620000000000000000e+02,9.321758508183917720e-05,4.660879254091958860e-05,5.758891737684603396e-06,2.879445868842301698e-06
2.630000000000000000e+02,9.262760163057953569e-05,9.262760163057953569e-05,5.711554017767151852e-06,5.711554017767151852e-06
2.640000000000000000e+02,9.204357007563777763e-05,1.150544625945472220e-05,5.664782851297433190e-06,7.080978564121791487e-07
2.650000000000000000e+02,9.146540816749541413e-05,9.146540816749541413e-05,5.618569349909294494e-06,5.618569349909294494e-06
2.660000000000000000e+02,9.089303509779555882e-05,4.544651754889777941e-05,5.572904797499552051e-06,2.786452398749776026e-06
2.670000000000000000e+02,9.032637146879470490e-05,9.032637146879470490e-05,5.527780646258126651e-06,5.527780646258126651e-06
2.680000000000000000e+02,8.976533926357361994e-05,2.244133481589340499e-05,5.483188512804117297e-06,1.370797128201029324e-06
2.690000000000000000e+02,8.920986181698544392e-05,8.920986181698544392e-05,5.439120174424575118e-06,5.439120174424575118e-06
2.700000000000000000e+02,8.865986378732028232e-05,4.432993189366014116e-05,5.395567565412906997e-06,2.697783782706453498e-06
2.710000000000000000e+02,8.811527112866603313e-05,8.811527112866603313e-05,5.352522773503903628e-06,5.352522773503903628e-06
2.720000000000000000e+02,8.757601106394576963e-05,5.473500691496610602e-06,5.309978036402483304e-06,3.318736272751552065e-07
2.730000000000000000e+02,8.704201205861271883e-05,8.704201205861271883e-05,5.267925738403371464e-06,5.267925738403371464e-06
2.740000000000000000e+02,8.651320379498456689e-05,4.325660189749228345e-05,5.226358407099011429e-06,2.613179203549505714e-06
2.750000000000000000e+02,8.598951714719910719e-05,8.598951714719910719e-05,5.185268710173074595e-06,5.185268710173074595e-06
2.760000000000000000e+02,8.547088415677418208e-05,2.136772103919354552e-05,5.144649452277059472e-06,1.286162363069264868e-06
2.770000000000000000e+02,8.495723800875505888e-05,8.495723800875505888e-05,5.104493571987535040e-06,5.104493571987535040e-06
2.780000000000000000e+02,8.444851300843316693e-05,4.222425650421658347e-05,5.064794138841644019e-06,2.532397069420822009e-06
2.790000000000000000e+02,8.394464455862040689e-05,8.394464455862040689e-05,5.025544350448608704e-06,5.025544350448608704e-06
2.800000000000000000e+02,8.344556913746398901e-05,1.043069614218299863e-05,4.986737529675010847e-06,6.233421912093763558e-07
2.810000000000000000e+02,8.295122427678691982e-05,8.295122427678691982e-05,4.948367121901698314e-06,4.948367121901698314e-06
2.820000000000000000e+02,8.246154854093994753e-05,4.123077427046997377e-05,4.910426692350273828e-06,2.455213346175136914e-06
2.830000000000000000e+02,8.197648150615110207e-05,8.197648150615110207e-05,4.872909923477136269e-06,4.872909923477136269e-06
2.840000000000000000e+02,8.149596374035938560e-05,2.037399093508984640e-05,4.835810612433147548e-06,1.208952653108286887e-06
2.850000000000000000e+02,8.101993678351973864e-05,8.101993678351973864e-05,4.799122668587056506e-06,4.799122668587056506e-06
2.860000000000000000e+02,8.054834312836644747e-05,4.027417156418322373e-05,4.762840111110843450e-06,2.381420055555421725e-06
2.870000000000000000e+02,8.008112620162290401e-05,8.008112620162290401e-05,4.726957066625242156e-06,4.726957066625242156e-06
2.880000000000000000e+02,7.961823034564585982e-05,2.488069698301433119e-06,4.691467766903731702e-06,1.466083677157416157e-07
2.890000000000000000e+02,7.915960080049260015e-05,7.915960080049260015e-05,4.656366546633348123e-06,4.656366546633348123e-06
2.900000000000000000e+02,7.870518368639984382e-05,3.935259184319992191e-05,4.621647841230723456e-06,2.310823920615361728e-06
2.910000000000000000e+02,7.825492598666367592e-05,7.825492598666367592e-05,4.587306184711801267e-06,4.587306184711801267e-06
2.920000000000000000e+02,7.780877553090980684e-05,1.945219388272745171e-05,4.553336207613725173e-06,1.138334051903431293e-06
2.930000000000000000e+02,7.736668097874415588e-05,7.736668097874415588e-05,4.519732634967466328e-06,4.519732634967466328e-06
2.940000000000000000e+02,7.692859180377358149e-05,3.846429590188679074e-05,4.486490284319760085e-06,2.243245142159880043e-06
2.950000000000000000e+02,7.649445827798752881e-05,7.649445827798752881e-05,4.453604063803014377e-06,4.453604063803014377e-06
2.960000000000000000e+02,7.606423145649086393e-05,9.508028932061357992e-06,4.421068970251844704e-06,5.526336212814805880e-07
2.970000000000000000e+02,7.563786316257913977e-05,7.563786316257913977e-05,4.388880087364976228e-06,4.388880087364976228e-06
2.980000000000000000e+02,7.521530597314729483e-05,3.760765298657364742e-05,4.357032583911257624e-06,2.178516291955628812e-06
2.990000000000000000e+02,7.479651320442334155e-05,7.479651320442334155e-05,4.325521711978593267e-06,4.325521711978593267e-06
3.000000000000000000e+02,7.438143889801880431e-05,1.859535972450470108e-05,4.294342805264624808e-06,1.073585701316156202e-06
3.010000000000000000e+02,7.397003780728764004e-05,7.397003780728764004e-05,4.263491277408028837e-06,4.263491277408028837e-06
3.020000000000000000e+02,7.356226538398607921e-05,3.678113269199303960e-05,4.232962620359340488e-06,2.116481310179670244e-06
3.030000000000000000e+02,7.315807776522556722e-05,7.315807776522556722e-05,4.202752402790233189e-06,4.202752402790233189e-06
3.040000000000000000e+02,7.275743176071161004e-05,4.547339485044475627e-06,4.172856268540228793e-06,2.608035167837642995e-07
3.050000000000000000e+02,7.236028484026108345e-05,7.236028484026108345e-05,4.143269935099834366e-06,4.143269935099834366e-06
3.060000000000000000e+02,7.196659512159137907e-05,3.598329756079568953e-05,4.113989192129134079e-06,2.056994596064567039e-06
3.070000000000000000e+02,7.157632135837432592e-05,7.157632135837432592e-05,4.085009900010904468e-06,4.085009900010904468e-06
3.080000000000000000e+02,7.118942292854842330e-05,1.779735573213710582e-05,4.056327988437324712e-06,1.014081997109331178e-06
3.090000000000000000e+02,7.080585982288294729e-05,7.080585982288294729e-05,4.027939455029404415e-06,4.027939455029404415e-06
3.100000000000000000e+02,7.042559263378776464e-05,3.521279631689388232e-05,3.999840363988271669e-06,1.999920181994135835e-06
3.110000000000000000e+02,7.004858254436275525e-05,7.004858254436275525e-05,3.972026844777480331e-06,3.972026844777480331e-06
3.120000000000000000e+02,6.967479131768090743e-05,8.709348914710113429e-06,3.944495090835521631e-06,4.930618863544402038e-07
3.130000000000000000e+02,6.930418128629955629e-05,6.930418128629955629e-05,3.917241358317773568e-06,3.917241358317773568e-06
3.140000000000000000e+02,6.893671534199393791e-05,3.446835767099696896e-05,3.890261964867091038e-06,1.945130982433545519e-06
3.150000000000000000e+02,6.857235692570788198e-05,6.857235692570788198e-05,3.863553288412333640e-06,3.863553288412333640e-06
3.160000000000000000e+02,6.821107001771627631e-05,1.705276750442906908e-05,3.837111765994079855e-06,9.592779414985199638e-07
3.170000000000000000e+02,6.785281912799418023e-05,6.785281912799418023e-05,3.810933892616841926e-06,3.810933892616841926e-06
3.180000000000000000e+02,6.749756928678762673e-05,3.374878464339381337e-05,3.785016220127101681e-06,1.892508110063550841e-06
3.190000000000000000e+02,6.714528603538132926e-05,6.714528603538132926e-05,3.759355356116508327e-06,3.759355356116508327e-06
3.200000000000000000e+02,6.679593541705844135e-05,1.043686490891538146e-06,3.733947962849588942e-06,5.834293691952482721e-08
3.210000000000000000e+02,6.644948396824796460e-05,6.644948396824796460e-05,3.708790756215360134e-06,3.708790756215360134e-06
3.220000000000000000e+02,6.610589870985515639e-05,3.305294935492757819e-05,3.683880504702229705e-06,1.841940252351114853e-06
3.230000000000000000e+02,6.576514713877079025e-05,6.576514713877079025e-05,3.659214028395601770e-06,3.659214028395601770e-06
3.240000000000000000e+02,6.542719721955483740e-05,1.635679930488870935e-05,3.634788197997611029e-06,9.086970494994027573e-07
3.250000000000000000e+02,6.509201737629066601e-05,6.509201737629066601e-05,3.610599933868438601e-06,3.610599933868438601e-06
3.260000000000000000e+02,6.475957648460559785e-05,3.237978824230279892e-05,3.586646205088665606e-06,1.793323102544332803e-06
3.270000000000000000e+02,6.442984386385394615e-05,6.442984386385394615e-05,3.562924028542132146e-06,3.562924028542132146e-06
3.280000000000000000e+02,6.410278926945882133e-05,8.012848658682352666e-06,3.539430468018807447e-06,4.424288085023509309e-07
3.290000000000000000e+02,6.377838288540899113e-05,6.377838288540899113e-05,3.516162633337167582e-06,3.516162633337167582e-06
3.300000000000000000e+02,6.345659531690708193e-05,3.172829765845354096e-05,3.493117679485592480e-06,1.746558839742796240e-06
3.310000000000000000e+02,6.313739758316574643e-05,6.313739758316574643e-05,3.470292805782322693e-06,3.470292805782322693e-06
3.320000000000000000e+02,6.282076111034835559e-05,1.570519027758708890e-05,3.447685255053524459e-06,8.619213137633811147e-07
3.330000000000000000e+02,6.250665772465084007e-05,6.250665772465084007e-05,3.425292312828998886e-06,3.425292312828998886e-06
3.340000000000000000e+02,6.219505964552152352e-05,3.109752982276076176e-05,3.403111306555133757e-06,1.701555653277566879e-06
3.350000000000000000e+02,6.188593947901572221e-05,6.188593947901572221e-05,3.381139604824651584e-06,3.381139604824651584e-06
3.360000000000000000e+02,6.157927021128203459e-05,3.848704388205127162e-06,3.359374616622763829e-06,2.099609135389227393e-07
3.370000000000000000e+02,6.127502520217746108e-05,6.127502520217746108e-05,3.337813790589327712e-06,3.337813790589327712e-06
3.380000000000000000e+02,6.097317817900820334e-05,3.048658908950410167e-05,3.316454614296618904e-06,1.658227307148309452e-06
3.390000000000000000e+02,6.067370323039354750e-05,6.067370323039354750e-05,3.295294613542346587e-06,3.295294613542346587e-06
3.400000000000000000e+02,6.037657480024986352e-05,1.509414370006246588e-05,3.274331351657546644e-06,8.185828379143866609e-07
3.410000000000000000e+02,6.008176768189216584e-05,6.008176768189216584e-05,3.253562428828993837e-06,3.253562428828993837e-06
3.420000000000000000e+02,5.978925701225047760e-05,2.989462850612523880e-05,3.232985481435788246e-06,1.616492740717894123e-06
3.430000000000000000e+02,5.949901826619857911e-05,5.949901826619857911e-05,3.212598181399780943e-06,3.212598181399780943e-06
3.440000000000000000e+02,5.921102725099247085e-05,7.401378406374058856e-06,3.192398235549509424e-06,3.990497794436886780e-07
3.450000000000000000e+02,5.892526010081626053e-05,5.892526010081626053e-05,3.172383384997320497e-06,3.172383384997320497e-06
3.460000000000000000e+02,5.864169327143301457e-05,2.932084663571650729e-05,3.152551404529376541e-06,1.576275702264688270e-06
3.470000000000000000e+02,5.836030353493828338e-05,5.836030353493828338e-05,3.132900102008237238e-06,3.132900102008237238e-06
3.480000000000000000e+02,5.808106797461405098e-05,1.452026699365351274e-05,3.113427317787723286e-06,7.783568294469308214e-07
3.490000000000000000e+02,5.780396397988086588e-05,5.780396397988086588e-05,3.094130924139777479e-06,3.094130924139777479e-06
3.500000000000000000e+02,5.752896924134603225e-05,2.876448462067301612e-05,3.075008824693036878e-06,1.537504412346518439e-06
3.510000000000000000e+02,5.725606174594580818e-05,5.725606174594580818e-05,3.056058953882857700e-06,3.056058953882857700e-06
3.520000000000000000e+02,5.698521977217945627e-05,1.780788117880608008e-06,3.037279276412509192e-06,9.491497738789091226e-08
3.530000000000000000e+02,5.671642188543324901e-05,5.671642188543324901e-05,3.018667786725294652e-06,3.018667786725294652e-06
3.540000000000000000e+02,5.644964693339247082e-05,2.822482346669623541e-05,3.000222508487340830e-06,1.500111254243670415e-06
3.550000000000000000e+02,5.618487404153945823e-05,5.618487404153945823e-05,2.981941494080807948e-06,2.981941494080807948e-06
3.560000000000000000e+02,5.592208260873588941e-05,1.398052065218397235e-05,2.963822824107289534e-06,7.409557060268223835e-07
3.570000000000000000e+02,5.566125230288747978e-05,5.566125230288747978e-05,2.945864606901160227e-06,2.945864606901160227e-06
3.580000000000000000e+02,5.540236305668938299e-05,2.770118152834469150e-05,2.928064978052655996e-06,1.464032489026327998e-06
3.590000000000000000e+02,5.514539506345044720e-05,5.514539506345044720e-05,2.910422099940454251e-06,2.910422099940454251e-06
3.600000000000000000e+02,5.489032877299477502e-05,6.861291096624346877e-06,2.892934161273542525e-06,3.616167701591928156e-07
3.610000000000000000e+02,5.463714488763891334e-05,5.463714488763891334e-05,2.875599376642175813e-06,2.875599376642175813e-06
3.620000000000000000e+02,5.438582435824302637e-05,2.719291217912151319e-05,2.858415986077699384e-06,1.429207993038849692e-06
3.630000000000000000e+02,5.413634838033455442e-05,5.413634838033455442e-05,2.841382254621056224e-06,2.841382254621056224e-06
3.640000000000000000e+02,5.388869839030275232e-05,1.347217459757568808e-05,2.824496471899767343e-06,7.061241179749418356e-07
3.650000000000000000e+02,5.364285606166275237e-05,5.364285606166275237e-05,2.807756951713215553e-06,2.807756951713215553e-06
3.660000000000000000e+02,5.339880330138751190e-05,2.669940165069375595e-05,2.791162031626026457e-06,1.395581015813013228e-06
3.670000000000000000e+02,5.315652224630644599e-05,5.315652224630644599e-05,2.774710072569383586e-06,2.774710072569383586e-06
3.680000000000000000e+02,5.291599525956913269e-05,3.307249703723070793e-06,2.758399458450093902e-06,1.723999661531308689e-07
3.690000000000000000e+02,5.267720492717293195e-05,5.267720492717293195e-05,2.742228595767230847e-06,2.742228595767230847e-06
3.700000000000000000e+02,5.244013405455307490e-05,2.622006702727653745e-05,2.726195913236196558e-06,1.363097956618098279e-06
3.710000000000000000e+02,5.220476566323397672e-05,5.220476566323397672e-05,2.710299861420030445e-06,2.710299861420030445e-06
3.720000000000000000e+02,5.197108298754051262e-05,1.299277074688512816e-05,2.694538912367809986e-06,6.736347280919524964e-07
3.730000000000000000e+02,5.173906947136803049e-05,5.173906947136803049e-05,2.678911559259990399e-06,2.678911559259990399e-06
3.740000000000000000e+02,5.150870876500984659e-05,2.575435438250492330e-05,2.663416316060525679e-06,1.331708158030262839e-06
3.750000000000000000e+02,5.127998472204116723e-05,5.127998472204116723e-05,2.648051717175633320e-06,2.648051717175633320e-06
3.760000000000000000e+02,5.105288139625810813e-05,6.381610174532263516e-06,2.632816317119046054e-06,3.291020396398807568e-07
3.770000000000000000e+02,5.082738303867091051e-05,5.082738303867091051e-05,2.617708690183626491e-06,2.617708690183626491e-06
3.780000000000000000e+02,5.060347409455003221e-05,2.530173704727501610e-05,2.602727430119185432e-06,1.301363715059592716e-06
3.790000000000000000e+02,5.038113920052423315e-05,5.038113920052423315e-05,2.587871149816394585e-06,2.587871149816394585e-06
3.800000000000000000e+02,5.016036318172948277e-05,1.254009079543237069e-05,2.573138480996647146e-06,6.432846202491617865e-07
3.810000000000000000e+02,4.994113104900772045e-05,4.994113104900772045e-05,2.558528073907740460e-06,2.558528073907740460e-06
3.820000000000000000e+02,4.972342799615445916e-05,2.486171399807722958e-05,2.544038597025260483e-06,1.272019298512630241e-06
3.830000000000000000e+02,4.950723939721427707e-05,4.950723939721427707e-05,2.529668736759551160e-06,2.529668736759551160e-06
3.840000000000000000e+02,4.929255080382321440e-05,3.850980531548688625e-07,2.515417197168136574e-06,1.965169685287606698e-08
3.850000000000000000e+02,4.907934794259708621e-05,4.907934794259708621e-05,2.501282699673489990e-06,2.501282699673489990e-06
3.860000000000000000e+02,4.886761671256499296e-05,2.443380835628249648e-05,2.487263982786037990e-06,1.243631991393018995e-06
3.870000000000000000e+02,4.865734318264687666e-05,4.865734318264687666e-05,2.473359801832285766e-06,2.473359801832285766e-06
3.880000000000000000e+02,4.844851358917443842e-05,1.211212839729360961e-05,2.459568928687950495e-06,6.148922321719876237e-07
3.890000000000000000e+02,4.824111433345452959e-05,4.824111433345452959e-05,2.445890151516014283e-06,2.445890151516014283e-06
3.900000000000000000e+02,4.803513197937409496e-05,2.401756598968704748e-05,2.432322274509574282e-06,1.216161137254787141e-06
3.910000000000000000e+02,4.783055325104599036e-05,4.783055325104599036e-05,2.418864117639404420e-06,2.418864117639404420e-06
3.920000000000000000e+02,4.762736503049471245e-05,5.953420628811839056e-06,2.405514516406120344e-06,3.006893145507650431e-07
3.930000000000000000e+02,4.742555435538146479e-05,4.742555435538146479e-05,2.392272321596866235e-06,2.392272321596866235e-06
3.940000000000000000e+02,4.722510841676758422e-05,2.361255420838379211e-05,2.379136399046408745e-06,1.189568199523204372e-06
3.950000000000000000e+02,4.702601455691573823e-05,4.702601455691573823e-05,2.366105629402567737e-06,2.366105629402567737e-06
3.960000000000000000e+02,4.682826026712809359e-05,1.170706506678202340e-05,2.353178907895884313e-06,5.882947269739710783e-07
3.970000000000000000e+02,4.663183318562076510e-05,4.663183318562076510e-05,2.340355144113437181e-06,2.340355144113437181e-06
3.980000000000000000e+02,4.643672109543382613e-05,2.321836054771691306e-05,2.327633261776731558e-06,1.163816630888365779e-06
3.990000000000000000e+02,4.624291192237619668e-05,4.624291192237619668e-05,2.315012198523564043e-06,2.315012198523564043e-06
4.000000000000000000e+02,4.605039373300481246e-05,2.878149608312800779e-06,2.302490905693799519e-06,1.439056816058624699e-07
4.010000000000000000e+02,4.585915473263728912e-05,4.585915473263728912e-05,2.290068348118960544e-06,2.290068348118960544e-06
4.020000000000000000e+02,4.566918326339757325e-05,2.283459163169878663e-05,2.277743503915573756e-06,1.138871751957786878e-06
4.030000000000000000e+02,4.548046780229385527e-05,4.548046780229385527e-05,2.265515364282172924e-06,2.265515364282172924e-06
4.040000000000000000e+02,4.529299695932820192e-05,1.132324923983205048e-05,2.253382933299910779e-06,5.633457333249776948e-07
4.050000000000000000e+02,4.510675947563729183e-05,4.510675947563729183e-05,2.241345227736685611e-06,2.241345227736685611e-06
4.060000000000000000e+02,4.492174422166359010e-05,2.246087211083179505e-05,2.229401276854721639e-06,1.114700638427360819e-06
4.070000000000000000e+02,4.473794019535654167e-05,4.473794019535654167e-05,2.217550122221536247e-06,2.217550122221536247e-06
4.080000000000000000e+02,4.455533652040306533e-05,5.569417065050383166e-06,2.205790817524217845e-06,2.757238521905272306e-07
4.090000000000000000e+02,4.437392244448689417e-05,4.437392244448689417e-05,2.194122428386958878e-06,2.194122428386958878e-06
4.100000000000000000e+02,4.419368733757621383e-05,2.209684366878810692e-05,2.182544032191768176e-06,1.091272016095884088e-06
4.110000000000000000e+02,4.401462069023901559e-05,4.401462069023901559e-05,2.171054717902309272e-06,2.171054717902309272e-06
4.120000000000000000e+02,4.383671211198571037e-05,1.095917802799642759e-05,2.159653585890797790e-06,5.399133964726994475e-07
4.130000000000000000e+02,4.365995132963847516e-05,4.365995132963847516e-05,2.148339747767895203e-06,2.148339747767895203e-06
4.140000000000000000e+02,4.348432818572680995e-05,2.174216409286340498e-05,2.137112326215548151e-06,1.068556163107774075e-06
4.150000000000000000e+02,4.330983263690891226e-05,4.330983263690891226e-05,2.125970454822706826e-06,2.125970454822706826e-06
4.160000000000000000e+02,4.313645475241825261e-05,1.348014211013070394e-06,2.114913277923870753e-06,6.609103993512096102e-08
4.170000000000000000e+02,4.296418471253500533e-05,4.296418471253500533e-05,2.103939950440405208e-06,2.103939950440405208e-06
4.180000000000000000e+02,4.279301280708183318e-05,2.139650640354091659e-05,2.093049637724574084e-06,1.046524818862287042e-06
4.190000000000000000e+02,4.262292943394361264e-05,4.262292943394361264e-05,2.082241515406238781e-06,2.082241515406238781e-06
4.200000000000000000e+02,4.245392509761056432e-05,1.061348127440264108e-05,2.071514769242164695e-06,5.178786923105411737e-07
4.210000000000000000e+02,4.228599040774453109e-05,4.228599040774453109e-05,2.060868594967896753e-06,2.060868594967896753e-06
4.220000000000000000e+02,4.211911607776778734e-05,2.105955803888389367e-05,2.050302198152137508e-06,1.025151099076068754e-06
4.230000000000000000e+02,4.195329292347416920e-05,4.195329292347416920e-05,2.039814794053598153e-06,2.039814794053598153e-06
4.240000000000000000e+02,4.178851186166196338e-05,5.223563982707745422e-06,2.029405607480260598e-06,2.536757009350325748e-07
4.250000000000000000e+02,4.162476390878820897e-05,4.162476390878820897e-05,2.019073872651008722e-06,2.019073872651008722e-06
4.260000000000000000e+02,4.146204017964412767e-05,2.073102008982206384e-05,2.008818833059589787e-06,1.004409416529794893e-06
4.270000000000000000e+02,4.130033188605111992e-05,4.130033188605111992e-05,1.998639741340848039e-06,1.998639741340848039e-06
4.280000000000000000e+02,4.113963033557711021e-05,1.028490758389427755e-05,1.988535859139203358e-06,4.971339647848008394e-07
4.290000000000000000e+02,4.097992693027283491e-05,4.097992693027283491e-05,1.978506456979317797e-06,1.978506456979317797e-06
4.300000000000000000e+02,4.082121316542764572e-05,2.041060658271382286e-05,1.968550814138915703e-06,9.842754070694578514e-07
4.310000000000000000e+02,4.066348062834462552e-05,4.066348062834462552e-05,1.958668218523720997e-06,1.958668218523720997e-06
4.320000000000000000e+02,4.050672099713453539e-05,2.531670062320908462e-06,1.948857966544458249e-06,1.218036229090286406e-07
4.330000000000000000e+02,4.035092603952832187e-05,4.035092603952832187e-05,1.939119362995893830e-06,1.939119362995893830e-06
4.340000000000000000e+02,4.019608761170787947e-05,2.009804380585393974e-05,1.929451720937866750e-06,9.647258604689333751e-07
4.350000000000000000e+02,4.004219765715468892e-05,4.004219765715468892e-05,1.919854361578279524e-06,1.919854361578279524e-06
4.360000000000000000e+02,3.988924820551604665e-05,9.972312051379011663e-06,1.910326614158010112e-06,4.775816535395025279e-07
4.370000000000000000e+02,3.973723137148862792e-05,3.973723137148862792e-05,1.900867815837706601e-06,1.900867815837706601e-06
4.380000000000000000e+02,3.958613935371894997e-05,1.979306967685947498e-05,1.891477311586433501e-06,9.457386557932167503e-07
4.390000000000000000e+02,3.943596443372059286e-05,3.943596443372059286e-05,1.882154454072132174e-06,1.882154454072132174e-06
4.400000000000000000e+02,3.928669897480774434e-05,4.910837371850968043e-06,1.872898603553865114e-06,2.341123254442331392e-07
4.410000000000000000e+02,3.913833542104493997e-05,3.913833542104493997e-05,1.863709127775805960e-06,1.863709127775805960e-06
4.420000000000000000e+02,3.899086629621255129e-05,1.949543314810627564e-05,1.854585401862949416e-06,9.272927009314747082e-07
4.430000000000000000e+02,3.884428420278785940e-05,3.884428420278785940e-05,1.845526808218502734e-06,1.845526808218502734e-06
4.440000000000000000e+02,3.869858182094144966e-05,9.674645455235362414e-06,1.836532736422933788e-06,4.591331841057334470e-07
4.450000000000000000e+02,3.855375190754857517e-05,3.855375190754857517e-05,1.827602583134642908e-06,1.827602583134642908e-06
4.460000000000000000e+02,3.840978729521532639e-05,1.920489364760766320e-05,1.818735751992226079e-06,9.093678759961130393e-07
4.470000000000000000e+02,3.826668089131928836e-05,3.826668089131928836e-05,1.809931653518306206e-06,1.809931653518306206e-06
4.480000000000000000e+02,3.812442567706449592e-05,5.956941512041327488e-07,1.801189705024897725e-06,2.814358914101402696e-08
4.490000000000000000e+02,3.798301470655036829e-05,3.798301470655036829e-05,1.792509330520283589e-06,1.792509330520283589e-06
4.500000000000000000e+02,3.784244110585446050e-05,1.892122055292723025e-05,1.783889960617369263e-06,8.919449803086846314e-07
4.510000000000000000e+02,3.770269807212873342e-05,3.770269807212873342e-05,1.775331032443492992e-06,1.775331032443492992e-06
4.520000000000000000e+02,3.756377887270920019e-05,9.390944718177300047e-06,1.766831989551666273e-06,4.417079973879165684e-07
4.530000000000000000e+02,3.742567684423857624e-05,3.742567684423857624e-05,1.758392281833212785e-06,1.758392281833212785e-06
4.540000000000000000e+02,3.728838539180190592e-05,1.864419269590095296e-05,1.750011365431787128e-06,8.750056827158935642e-07
4.550000000000000000e+02,3.715189798807474547e-05,3.715189798807474547e-05,1.741688702658745865e-06,1.741688702658745865e-06
4.560000000000000000e+02,3.701620817248387537e-05,4.627026021560484421e-06,1.733423761909845633e-06,2.166779702387307041e-07
4.570000000000000000e+02,3.688130955038017604e-05,3.688130955038017604e-05,1.725216017583247396e-06,1.725216017583247396e-06
4.580000000000000000e+02,3.674719579222359241e-05,1.837359789611179621e-05,1.717064949998802250e-06,8.585324749994011249e-07
4.590000000000000000e+02,3.661386063277990277e-05,3.661386063277990277e-05,1.708970045318593590e-06,1.708970045318593590e-06
4.600000000000000000e+02,3.648129787032910207e-05,9.120324467582275517e-06,1.700930795468718066e-06,4.252326988671795165e-07
4.610000000000000000e+02,3.634950136588525747e-05,3.634950136588525747e-05,1.692946698062280124e-06,1.692946698062280124e-06
4.620000000000000000e+02,3.621846504242759896e-05,1.810923252121379948e-05,1.685017256323579803e-06,8.425086281617899015e-07
4.630000000000000000e+02,3.608818288414266881e-05,3.608818288414266881e-05,1.677141979013471345e-06,1.677141979013471345e-06
4.640000000000000000e+02,3.595864893567734692e-05,2.247415558479834183e-06,1.669320380355873981e-06,1.043325237722421238e-07
