lane,subject,d_f,r_disclination_km,s_bulk,observed_value,predicted_value,absolute_error,relative_error,sign_match
qtensor,Juno (2013-10-09),2.6,10000000.0,0.5,0.0,6926938.837875969,6926938.837875969,6.926938837875969e18,false
qtensor,Pioneer 11,2.6,10000000.0,0.5,8.74e-10,0.0293059693260829,0.0293059684520829,33530856.3524976,true
qtensor,Galileo-I (1990-12-08),2.6,149597870.7,0.5,3.92,6264238.603129424,6264234.683129424,1598019.0518187308,true
qtensor,NEAR (1998-01-23),2.6,149597870.7,0.5,13.46,4795655.696436326,4795642.236436326,356288.4276698608,true
qtensor,Cassini (1999-08-18),2.6,149597870.7,0.5,-2.0,11206886.937758457,11206888.937758457,5603444.468879228,false
qtensor,Rosetta-I (2005-03-04),2.6,149597870.7,0.5,1.8,2704069.895862783,2704068.095862783,1502260.0532571017,true
qtensor,MESSENGER (2005-08-02),2.6,149597870.7,0.5,0.02,2839166.907509566,2839166.887509566,141958344.3754783,true
qtensor,Juno (2013-10-09),2.6,149597870.7,0.5,0.0,6927835.813522935,6927835.813522935,6.927835813522935e18,false
qtensor,Pioneer 11,2.6,149597870.7,0.5,8.74e-10,0.0293059693260829,0.0293059684520829,33530856.3524976,true
qtensor,Galileo-I (1990-12-08),2.6,5983914828.0,0.5,3.92,6264298.4651899375,6264294.545189938,1598034.322752535,true
qtensor,NEAR (1998-01-23),2.6,5983914828.0,0.5,13.46,4795698.892486882,4795685.432486882,356291.63688609825,true
qtensor,Cassini (1999-08-18),2.6,5983914828.0,0.5,-2.0,11206997.173655692,11206999.173655692,5603499.586827846,false
qtensor,Rosetta-I (2005-03-04),2.6,5983914828.0,0.5,1.8,2704099.2474587797,2704097.44745878,1502276.3596993221,true
qtensor,MESSENGER (2005-08-02),2.6,5983914828.0,0.5,0.02,2839199.172759336,2839199.152759336,141959957.63796678,true
qtensor,Juno (2013-10-09),2.6,5983914828.0,0.5,0.0,6927898.395448462,6927898.395448462,6.927898395448462e18,false
qtensor,Pioneer 11,2.6,5983914828.0,0.5,8.74e-10,0.02079267682015114,0.02079267594615114,23790247.077976134,true
plain,Galileo-I (1990-12-08),2.7,0.0,0.0,3.92,5816849.999999998,5816846.079999998,1483889.3061224485,true
plain,NEAR (1998-01-23),2.7,0.0,0.0,13.46,4453150.0,4453136.54,330842.23922734027,true
plain,Cassini (1999-08-18),2.7,0.0,0.0,-2.0,10406500.0,10406502.0,5203251.0,false
plain,Rosetta-I (2005-03-04),2.7,0.0,0.0,1.8,2510950.0,2510948.2,1394971.2222222222,true
plain,MESSENGER (2005-08-02),2.7,0.0,0.0,0.02,2636399.9999999995,2636399.9799999995,131819998.99999997,true
plain,Juno (2013-10-09),2.7,0.0,0.0,0.0,6433050.0,6433050.0,6.43305e18,false
plain,Pioneer 11,2.7,0.0,0.0,8.74e-10,0.02721268580279126,0.02721268492879126,31135795.113033477,true
qtensor,Galileo-I (1990-12-08),2.7,100000.0,0.05,3.92,5806604.873415862,5806600.953415862,1481275.753422414,true
qtensor,NEAR (1998-01-23),2.7,100000.0,0.05,13.46,4445802.458158778,4445788.998158778,330296.3594471603,true
qtensor,Cassini (1999-08-18),2.7,100000.0,0.05,-2.0,10387574.460742606,10387576.460742606,5193788.230371303,false
qtensor,Rosetta-I (2005-03-04),2.7,100000.0,0.05,1.8,2505853.4101652442,2505851.6101652444,1392139.7834251358,true
qtensor,MESSENGER (2005-08-02),2.7,100000.0,0.05,0.02,2630765.7245619455,2630765.7045619455,131538285.22809727,true
qtensor,Juno (2013-10-09),2.7,100000.0,0.05,0.0,6422401.857860993,6422401.857860993,6.422401857860993e18,false
qtensor,Pioneer 11,2.7,100000.0,0.05,8.74e-10,0.02721268580279126,0.02721268492879126,31135795.113033477,true
qtensor,Galileo-I (1990-12-08),2.7,10000000.0,0.05,3.92,5816758.055853137,5816754.135853137,1483865.850982943,true
qtensor,NEAR (1998-01-23),2.7,10000000.0,0.05,13.46,4453083.65769815,4453070.19769815,330837.31037876295,true
qtensor,Cassini (1999-08-18),2.7,10000000.0,0.05,-2.0,10406330.679824766,10406332.679824766,5203166.339912383,false
qtensor,Rosetta-I (2005-03-04),2.7,10000000.0,0.05,1.8,2510904.911530805,2510903.111530805,1394946.1730726694,true
qtensor,MESSENGER (2005-08-02),2.7,10000000.0,0.05,0.02,2636350.4329717476,2636350.4129717476,131817520.64858738,true
qtensor,Juno (2013-10-09),2.7,10000000.0,0.05,0.0,6432953.883787597,6432953.883787597,6.432953883787597e18,false
qtensor,Pioneer 11,2.7,10000000.0,0.05,8.74e-10,0.02721268580279126,0.02721268492879126,31135795.113033477,true
qtensor,Galileo-I (1990-12-08),2.7,149597870.7,0.05,3.92,5816843.860312941,5816839.940312941,1483887.7398757502,true
qtensor,NEAR (1998-01-23),2.7,149597870.7,0.05,13.46,4453145.5696436325,4453132.109643633,330841.91007753584,true
qtensor,Cassini (1999-08-18),2.7,149597870.7,0.05,-2.0,10406488.693775846,10406490.693775846,5203245.346887923,false
qtensor,Rosetta-I (2005-03-04),2.7,149597870.7,0.05,1.8,2510946.9895862783,2510945.1895862785,1394969.5497701548,true
qtensor,MESSENGER (2005-08-02),2.7,149597870.7,0.05,0.02,2636396.690750956,2636396.670750956,131819833.5375478,true
qtensor,Juno (2013-10-09),2.7,149597870.7,0.05,0.0,6433043.5813522935,6433043.5813522935,6.433043581352293e18,false
qtensor,Pioneer 11,2.7,149597870.7,0.05,8.74e-10,0.02721268580279126,0.02721268492879126,31135795.113033477,true
qtensor,Galileo-I (1990-12-08),2.7,5983914828.0,0.05,3.92,5816849.8465189915,5816845.926518992,1483889.2669691306,true
qtensor,NEAR (1998-01-23),2.7,5983914828.0,0.05,13.46,4453149.889248689,4453136.429248689,330842.2309991596,true
qtensor,Cassini (1999-08-18),2.7,5983914828.0,0.05,-2.0,10406499.717365569,10406501.717365569,5203250.858682784,false
qtensor,Rosetta-I (2005-03-04),2.7,5983914828.0,0.05,1.8,2510949.924745878,2510948.1247458784,1394971.1804143768,true
qtensor,MESSENGER (2005-08-02),2.7,5983914828.0,0.05,0.02,2636399.917275933,2636399.897275933,131819994.86379665,true
qtensor,Juno (2013-10-09),2.7,5983914828.0,0.05,0.0,6433049.839544847,6433049.839544847,6.433049839544846e18,false
qtensor,Pioneer 11,2.7,5983914828.0,0.05,8.74e-10,0.026361356552198085,0.026361355678198084,30161734.185581334,true
qtensor,Galileo-I (1990-12-08),2.7,100000.0,0.1,3.92,5796359.746831726,5796355.826831726,1478662.2007223791,true
qtensor,NEAR (1998-01-23),2.7,100000.0,0.1,13.46,4438454.916317555,4438441.456317555,329750.4796669803,true
qtensor,Cassini (1999-08-18),2.7,100000.0,0.1,-2.0,10368648.921485212,10368650.921485212,5184325.460742606,false
qtensor,Rosetta-I (2005-03-04),2.7,100000.0,0.1,1.8,2500756.820330488,2500755.020330488,1389308.344628049,true
qtensor,MESSENGER (2005-08-02),2.7,100000.0,0.1,0.02,2625131.449123892,2625131.429123892,131256571.4561946,true
qtensor,Juno (2013-10-09),2.7,100000.0,0.1,0.0,6411753.715721985,6411753.715721985,6.411753715721985e18,false
qtensor,Pioneer 11,2.7,100000.0,0.1,8.74e-10,0.02721268580279126,0.02721268492879126,31135795.113033477,true
qtensor,Galileo-I (1990-12-08),2.7,10000000.0,0.1,3.92,5816666.111706275,5816662.191706275,1483842.3958434374,true
qtensor,NEAR (1998-01-23),2.7,10000000.0,0.1,13.46,4453017.3153963005,4453003.855396301,330832.38153018575,true
qtensor,Cassini (1999-08-18),2.7,10000000.0,0.1,-2.0,10406161.359649533,10406163.359649533,5203081.679824767,false
qtensor,Rosetta-I (2005-03-04),2.7,10000000.0,0.1,1.8,2510859.823061609,2510858.0230616094,1394921.1239231164,true
qtensor,MESSENGER (2005-08-02),2.7,10000000.0,0.1,0.02,2636300.8659434956,2636300.8459434956,131815042.29717478,true
qtensor,Juno (2013-10-09),2.7,10000000.0,0.1,0.0,6432857.767575194,6432857.767575194,6.432857767575195e18,false
qtensor,Pioneer 11,2.7,10000000.0,0.1,8.74e-10,0.02721268580279126,0.02721268492879126,31135795.113033477,true
qtensor,Galileo-I (1990-12-08),2.7,149597870.7,0.1,3.92,5816837.720625883,5816833.800625883,1483886.1736290518,true
qtensor,NEAR (1998-01-23),2.7,149597870.7,0.1,13.46,4453141.139287265,4453127.679287265,330841.5809277314,true
qtensor,Cassini (1999-08-18),2.7,149597870.7,0.1,-2.0,10406477.387551691,10406479.387551691,5203239.693775846,false
qtensor,Rosetta-I (2005-03-04),2.7,149597870.7,0.1,1.8,2510943.9791725567,2510942.179172557,1394967.877318087,true
qtensor,MESSENGER (2005-08-02),2.7,149597870.7,0.1,0.02,2636393.3815019126,2636393.3615019126,131819668.07509562,true
qtensor,Juno (2013-10-09),2.7,149597870.7,0.1,0.0,6433037.162704587,6433037.162704587,6.433037162704587e18,false
qtensor,Pioneer 11,2.7,149597870.7,0.1,8.74e-10,0.02721268580279126,0.02721268492879126,31135795.113033477,true
qtensor,Galileo-I (1990-12-08),2.7,5983914828.0,0.1,3.92,5816849.693037986,5816845.773037986,1483889.2278158127,true
qtensor,NEAR (1998-01-23),2.7,5983914828.0,0.1,13.46,4453149.7784973765,4453136.3184973765,330842.22277097893,true
qtensor,Cassini (1999-08-18),2.7,5983914828.0,0.1,-2.0,10406499.434731139,10406501.434731139,5203250.717365569,false
qtensor,Rosetta-I (2005-03-04),2.7,5983914828.0,0.1,1.8,2510949.849491756,2510948.049491756,1394971.138606531,true
qtensor,MESSENGER (2005-08-02),2.7,5983914828.0,0.1,0.02,2636399.8345518666,2636399.8145518666,131819990.72759333,true
qtensor,Juno (2013-10-09),2.7,5983914828.0,0.1,0.0,6433049.679089692,6433049.679089692,6.433049679089693e18,false
qtensor,Pioneer 11,2.7,5983914828.0,0.1,8.74e-10,0.02551002730160491,0.025510026427604908,29187673.258129187,true
qtensor,Galileo-I (1990-12-08),2.7,100000.0,0.3,3.92,5755379.240495182,5755375.320495182,1468207.9899222404,true
qtensor,NEAR (1998-01-23),2.7,100000.0,0.3,13.46,4409064.748952665,4409051.288952665,327566.9605462604,true
qtensor,Cassini (1999-08-18),2.7,100000.0,0.3,-2.0,10292946.764455633,10292948.764455633,5146474.382227817,false
qtensor,Rosetta-I (2005-03-04),2.7,100000.0,0.3,1.8,2480370.4609914646,2480368.6609914647,1377982.5894397027,true
qtensor,MESSENGER (2005-08-02),2.7,100000.0,0.3,0.02,2602594.347371677,2602594.327371677,130129716.36858384,true
qtensor,Juno (2013-10-09),2.7,100000.0,0.3,0.0,6369161.147165955,6369161.147165955,6.369161147165955e18,false
qtensor,Pioneer 11,2.7,100000.0,0.3,8.74e-10,0.02721268580279126,0.02721268492879126,31135795.113033477,true
qtensor,Galileo-I (1990-12-08),2.7,10000000.0,0.3,3.92,5816298.335118828,5816294.415118828,1483748.5752854154,true
qtensor,NEAR (1998-01-23),2.7,10000000.0,0.3,13.46,4452751.946188901,4452738.486188901,330812.6661358767,true
qtensor,Cassini (1999-08-18),2.7,10000000.0,0.3,-2.0,10405484.0789486,10405486.0789486,5202743.0394743,false
qtensor,Rosetta-I (2005-03-04),2.7,10000000.0,0.3,1.8,2510679.4691848275,2510677.6691848277,1394820.9273249044,true
qtensor,MESSENGER (2005-08-02),2.7,10000000.0,0.3,0.02,2636102.5978304883,2636102.5778304883,131805128.89152442,true
qtensor,Juno (2013-10-09),2.7,10000000.0,0.3,0.0,6432473.302725581,6432473.302725581,6.432473302725582e18,false
qtensor,Pioneer 11,2.7,10000000.0,0.3,8.74e-10,0.02721268580279126,0.02721268492879126,31135795.113033477,true
qtensor,Galileo-I (1990-12-08),2.7,149597870.7,0.3,3.92,5816813.161877653,5816809.241877653,1483879.9086422583,true
qtensor,NEAR (1998-01-23),2.7,149597870.7,0.3,13.46,4453123.417861795,4453109.957861795,330840.2643285137,true
qtensor,Cassini (1999-08-18),2.7,149597870.7,0.3,-2.0,10406432.162655074,10406434.162655074,5203217.081327537,false
qtensor,Rosetta-I (2005-03-04),2.7,149597870.7,0.3,1.8,2510931.9375176695,2510930.1375176697,1394961.1875098164,true
qtensor,MESSENGER (2005-08-02),2.7,149597870.7,0.3,0.02,2636380.1445057387,2636380.1245057387,131819006.22528693,true
qtensor,Juno (2013-10-09),2.7,149597870.7,0.3,0.0,6433011.488113762,6433011.488113762,6.433011488113762e18,false
qtensor,Pioneer 11,2.7,149597870.7,0.3,8.74e-10,0.02721268580279126,0.02721268492879126,31135795.113033477,true
qtensor,Galileo-I (1990-12-08),2.7,5983914828.0,0.3,3.92,5816849.07911396,5816845.15911396,1483889.071202541,true
qtensor,NEAR (1998-01-23),2.7,5983914828.0,0.3,13.46,4453149.335492129,4453135.8754921295,330842.18985825626,true
qtensor,Cassini (1999-08-18),2.7,5983914828.0,0.3,-2.0,10406498.304193415,10406500.304193415,5203250.152096707,false
qtensor,Rosetta-I (2005-03-04),2.7,5983914828.0,0.3,1.8,2510949.548475268,2510947.748475268,1394970.971375149,true
qtensor,MESSENGER (2005-08-02),2.7,5983914828.0,0.3,0.02,2636399.503655601,2636399.483655601,131819974.18278004,true
qtensor,Juno (2013-10-09),2.7,5983914828.0,0.3,0.0,6433049.037269078,6433049.037269078,6.433049037269078e18,false
qtensor,Pioneer 11,2.7,5983914828.0,0.3,8.74e-10,0.0221047102992322,0.0221047094252322,25291429.548320595,true
qtensor,Galileo-I (1990-12-08),2.7,100000.0,0.5,3.92,5714398.734158637,5714394.814158637,1457753.7791221014,true
qtensor,NEAR (1998-01-23),2.7,100000.0,0.5,13.46,4379674.581587776,4379661.121587776,325383.44142554054,true
qtensor,Cassini (1999-08-18),2.7,100000.0,0.5,-2.0,10217244.607426057,10217246.607426057,5108623.303713028,false
qtensor,Rosetta-I (2005-03-04),2.7,100000.0,0.5,1.8,2459984.101652441,2459982.3016524413,1366656.8342513563,true
qtensor,MESSENGER (2005-08-02),2.7,100000.0,0.5,0.02,2580057.245619462,2580057.225619462,129002861.28097309,true
qtensor,Juno (2013-10-09),2.7,100000.0,0.5,0.0,6326568.578609925,6326568.578609925,6.326568578609925e18,false
qtensor,Pioneer 11,2.7,100000.0,0.5,8.74e-10,0.02721268580279126,0.02721268492879126,31135795.113033477,true
qtensor,Galileo-I (1990-12-08),2.7,10000000.0,0.5,3.92,5815930.558531381,5815926.638531381,1483654.7547273932,true
qtensor,NEAR (1998-01-23),2.7,10000000.0,0.5,13.46,4452486.576981502,4452473.116981502,330792.9507415677,true
qtensor,Cassini (1999-08-18),2.7,10000000.0,0.5,-2.0,10404806.798247665,10404808.798247665,5202404.399123833,false
qtensor,Rosetta-I (2005-03-04),2.7,10000000.0,0.5,1.8,2510499.1153080463,2510497.3153080465,1394720.7307266926,true
qtensor,MESSENGER (2005-08-02),2.7,10000000.0,0.5,0.02,2635904.3297174806,2635904.3097174806,131795215.48587403,true
qtensor,Juno (2013-10-09),2.7,10000000.0,0.5,0.0,6432088.83787597,6432088.83787597,6.43208883787597e18,false
qtensor,Pioneer 11,2.7,10000000.0,0.5,8.74e-10,0.02721268580279126,0.02721268492879126,31135795.113033477,true
qtensor,Galileo-I (1990-12-08),2.7,149597870.7,0.5,3.92,5816788.603129422,5816784.683129422,1483873.643655465,true
qtensor,NEAR (1998-01-23),2.7,149597870.7,0.5,13.46,4453105.696436326,4453092.236436326,330838.9477292961,true
qtensor,Cassini (1999-08-18),2.7,149597870.7,0.5,-2.0,10406386.937758457,10406388.937758457,5203194.468879228,false
qtensor,Rosetta-I (2005-03-04),2.7,149597870.7,0.5,1.8,2510919.895862783,2510918.095862783,1394954.4977015462,true
qtensor,MESSENGER (2005-08-02),2.7,149597870.7,0.5,0.02,2636366.9075095654,2636366.8875095653,131818344.37547827,true
qtensor,Juno (2013-10-09),2.7,149597870.7,0.5,0.0,6432985.813522936,6432985.813522936,6.432985813522936e18,false
qtensor,Pioneer 11,2.7,149597870.7,0.5,8.74e-10,0.02721268580279126,0.02721268492879126,31135795.113033477,true
qtensor,Galileo-I (1990-12-08),2.7,5983914828.0,0.5,3.92,5816848.465189936,5816844.545189936,1483888.9145892693,true
qtensor,NEAR (1998-01-23),2.7,5983914828.0,0.5,13.46,4453148.892486882,4453135.432486882,330842.1569455336,true
qtensor,Cassini (1999-08-18),2.7,5983914828.0,0.5,-2.0,10406497.173655692,10406499.173655692,5203249.586827846,false
qtensor,Rosetta-I (2005-03-04),2.7,5983914828.0,0.5,1.8,2510949.2474587797,2510947.44745878,1394970.8041437666,true
qtensor,MESSENGER (2005-08-02),2.7,5983914828.0,0.5,0.02,2636399.1727593355,2636399.1527593355,131819957.63796677,true
qtensor,Juno (2013-10-09),2.7,5983914828.0,0.5,0.0,6433048.395448463,6433048.395448463,6.433048395448463e18,false
qtensor,Pioneer 11,2.7,5983914828.0,0.5,8.74e-10,0.018699393296859497,0.018699392422859496,21395185.83851201,true
plain,Galileo-I (1990-12-08),2.8,0.0,0.0,3.92,5369400.0,5369396.08,1369743.8979591837,true
plain,NEAR (1998-01-23),2.8,0.0,0.0,13.46,4110600.0000000005,4110586.5400000005,305392.75928677566,true
plain,Cassini (1999-08-18),2.8,0.0,0.0,-2.0,9606000.000000002,9606002.000000002,4803001.000000001,false
plain,Rosetta-I (2005-03-04),2.8,0.0,0.0,1.8,2317800.0,2317798.2,1287665.6666666667,true
plain,MESSENGER (2005-08-02),2.8,0.0,0.0,0.02,2433600.0,2433599.98,121679999.0,true
plain,Juno (2013-10-09),2.8,0.0,0.0,0.0,5938200.000000001,5938200.000000001,5.938200000000001e18,false
plain,Pioneer 11,2.8,0.0,0.0,8.74e-10,0.025119402279499634,0.025119401405499633,28740733.873569377,true
qtensor,Galileo-I (1990-12-08),2.8,100000.0,0.05,3.92,5359154.873415864,5359150.953415864,1367130.345259149,true
qtensor,NEAR (1998-01-23),2.8,100000.0,0.05,13.46,4103252.458158778,4103238.998158778,304846.87950659567,true
qtensor,Cassini (1999-08-18),2.8,100000.0,0.05,-2.0,9587074.460742608,9587076.460742608,4793538.230371304,false
qtensor,Rosetta-I (2005-03-04),2.8,100000.0,0.05,1.8,2312703.4101652442,2312701.6101652444,1284834.2278695803,true
qtensor,MESSENGER (2005-08-02),2.8,100000.0,0.05,0.02,2427965.724561946,2427965.704561946,121398285.22809729,true
qtensor,Juno (2013-10-09),2.8,100000.0,0.05,0.0,5927551.857860994,5927551.857860994,5.927551857860994e18,false
qtensor,Pioneer 11,2.8,100000.0,0.05,8.74e-10,0.025119402279499634,0.025119401405499633,28740733.873569377,true
qtensor,Galileo-I (1990-12-08),2.8,10000000.0,0.05,3.92,5369308.055853139,5369304.135853139,1369720.4428196782,true
qtensor,NEAR (1998-01-23),2.8,10000000.0,0.05,13.46,4110533.6576981507,4110520.1976981508,305387.8304381984,true
qtensor,Cassini (1999-08-18),2.8,10000000.0,0.05,-2.0,9605830.679824768,9605832.679824768,4802916.339912384,false
qtensor,Rosetta-I (2005-03-04),2.8,10000000.0,0.05,1.8,2317754.911530805,2317753.111530805,1287640.617517114,true
qtensor,MESSENGER (2005-08-02),2.8,10000000.0,0.05,0.02,2433550.432971748,2433550.412971748,121677520.6485874,true
qtensor,Juno (2013-10-09),2.8,10000000.0,0.05,0.0,5938103.8837875975,5938103.8837875975,5.938103883787598e18,false
qtensor,Pioneer 11,2.8,10000000.0,0.05,8.74e-10,0.025119402279499634,0.025119401405499633,28740733.873569377,true
qtensor,Galileo-I (1990-12-08),2.8,149597870.7,0.05,3.92,5369393.860312942,5369389.9403129425,1369742.3317124853,true
qtensor,NEAR (1998-01-23),2.8,149597870.7,0.05,13.46,4110595.569643633,4110582.109643633,305392.43013697123,true
qtensor,Cassini (1999-08-18),2.8,149597870.7,0.05,-2.0,9605988.693775848,9605990.693775848,4802995.346887924,false
qtensor,Rosetta-I (2005-03-04),2.8,149597870.7,0.05,1.8,2317796.9895862783,2317795.1895862785,1287663.9942145993,true
qtensor,MESSENGER (2005-08-02),2.8,149597870.7,0.05,0.02,2433596.6907509565,2433596.6707509565,121679833.53754783,true
qtensor,Juno (2013-10-09),2.8,149597870.7,0.05,0.0,5938193.581352294,5938193.581352294,5.938193581352294e18,false
qtensor,Pioneer 11,2.8,149597870.7,0.05,8.74e-10,0.025119402279499634,0.025119401405499633,28740733.873569377,true
qtensor,Galileo-I (1990-12-08),2.8,5983914828.0,0.05,3.92,5369399.846518993,5369395.926518993,1369743.8588058657,true
qtensor,NEAR (1998-01-23),2.8,5983914828.0,0.05,13.46,4110599.8892486887,4110586.4292486887,305392.75105859496,true
qtensor,Cassini (1999-08-18),2.8,5983914828.0,0.05,-2.0,9605999.71736557,9606001.71736557,4803000.858682785,false
qtensor,Rosetta-I (2005-03-04),2.8,5983914828.0,0.05,1.8,2317799.924745878,2317798.1247458784,1287665.6248588213,true
qtensor,MESSENGER (2005-08-02),2.8,5983914828.0,0.05,0.02,2433599.9172759335,2433599.8972759335,121679994.86379668,true
qtensor,Juno (2013-10-09),2.8,5983914828.0,0.05,0.0,5938199.839544848,5938199.839544848,5.938199839544847e18,false
qtensor,Pioneer 11,2.8,5983914828.0,0.05,8.74e-10,0.024268073028906458,0.024268072154906457,27766672.94611723,true
qtensor,Galileo-I (1990-12-08),2.8,100000.0,0.1,3.92,5348909.746831728,5348905.826831728,1364516.7925591143,true
qtensor,NEAR (1998-01-23),2.8,100000.0,0.1,13.46,4095904.9163175556,4095891.4563175556,304300.9997264157,true
qtensor,Cassini (1999-08-18),2.8,100000.0,0.1,-2.0,9568148.921485214,9568150.921485214,4784075.460742607,false
qtensor,Rosetta-I (2005-03-04),2.8,100000.0,0.1,1.8,2307606.820330488,2307605.020330488,1282002.7890724933,true
qtensor,MESSENGER (2005-08-02),2.8,100000.0,0.1,0.02,2422331.4491238925,2422331.4291238924,121116571.45619462,true
qtensor,Juno (2013-10-09),2.8,100000.0,0.1,0.0,5916903.715721986,5916903.715721986,5.916903715721986e18,false
qtensor,Pioneer 11,2.8,100000.0,0.1,8.74e-10,0.025119402279499634,0.025119401405499633,28740733.873569377,true
qtensor,Galileo-I (1990-12-08),2.8,10000000.0,0.1,3.92,5369216.111706276,5369212.1917062765,1369696.9876801725,true
qtensor,NEAR (1998-01-23),2.8,10000000.0,0.1,13.46,4110467.315396301,4110453.855396301,305382.90158962115,true
qtensor,Cassini (1999-08-18),2.8,10000000.0,0.1,-2.0,9605661.359649535,9605663.359649535,4802831.679824768,false
qtensor,Rosetta-I (2005-03-04),2.8,10000000.0,0.1,1.8,2317709.823061609,2317708.0230616094,1287615.5683675606,true
qtensor,MESSENGER (2005-08-02),2.8,10000000.0,0.1,0.02,2433500.865943496,2433500.845943496,121675042.2971748,true
qtensor,Juno (2013-10-09),2.8,10000000.0,0.1,0.0,5938007.767575195,5938007.767575195,5.938007767575196e18,false
qtensor,Pioneer 11,2.8,10000000.0,0.1,8.74e-10,0.025119402279499634,0.025119401405499633,28740733.873569377,true
qtensor,Galileo-I (1990-12-08),2.8,149597870.7,0.1,3.92,5369387.720625885,5369383.800625885,1369740.765465787,true
qtensor,NEAR (1998-01-23),2.8,149597870.7,0.1,13.46,4110591.1392872655,4110577.6792872655,305392.1009871668,true
qtensor,Cassini (1999-08-18),2.8,149597870.7,0.1,-2.0,9605977.387551693,9605979.387551693,4802989.693775847,false
qtensor,Rosetta-I (2005-03-04),2.8,149597870.7,0.1,1.8,2317793.9791725567,2317792.179172557,1287662.3217625315,true
qtensor,MESSENGER (2005-08-02),2.8,149597870.7,0.1,0.02,2433593.381501913,2433593.361501913,121679668.07509565,true
qtensor,Juno (2013-10-09),2.8,149597870.7,0.1,0.0,5938187.162704588,5938187.162704588,5.938187162704588e18,false
qtensor,Pioneer 11,2.8,149597870.7,0.1,8.74e-10,0.025119402279499634,0.025119401405499633,28740733.873569377,true
qtensor,Galileo-I (1990-12-08),2.8,5983914828.0,0.1,3.92,5369399.693037988,5369395.773037988,1369743.8196525478,true
qtensor,NEAR (1998-01-23),2.8,5983914828.0,0.1,13.46,4110599.778497377,4110586.318497377,305392.7428304143,true
qtensor,Cassini (1999-08-18),2.8,5983914828.0,0.1,-2.0,9605999.43473114,9606001.43473114,4803000.71736557,false
qtensor,Rosetta-I (2005-03-04),2.8,5983914828.0,0.1,1.8,2317799.849491756,2317798.049491756,1287665.5830509756,true
qtensor,MESSENGER (2005-08-02),2.8,5983914828.0,0.1,0.02,2433599.834551867,2433599.814551867,121679990.72759335,true
qtensor,Juno (2013-10-09),2.8,5983914828.0,0.1,0.0,5938199.679089693,5938199.679089693,5.938199679089694e18,false
qtensor,Pioneer 11,2.8,5983914828.0,0.1,8.74e-10,0.02341674377831328,0.023416742904313278,26792612.01866508,true
qtensor,Galileo-I (1990-12-08),2.8,100000.0,0.3,3.92,5307929.2404951835,5307925.320495184,1354062.5817589755,true
qtensor,NEAR (1998-01-23),2.8,100000.0,0.3,13.46,4066514.7489526663,4066501.2889526663,302117.48060569586,true
qtensor,Cassini (1999-08-18),2.8,100000.0,0.3,-2.0,9492446.764455635,9492448.764455635,4746224.382227818,false
qtensor,Rosetta-I (2005-03-04),2.8,100000.0,0.3,1.8,2287220.4609914646,2287218.6609914647,1270677.033884147,true
qtensor,MESSENGER (2005-08-02),2.8,100000.0,0.3,0.02,2399794.3473716774,2399794.3273716774,119989716.36858387,true
qtensor,Juno (2013-10-09),2.8,100000.0,0.3,0.0,5874311.147165956,5874311.147165956,5.874311147165956e18,false
qtensor,Pioneer 11,2.8,100000.0,0.3,8.74e-10,0.025119402279499634,0.025119401405499633,28740733.873569377,true
qtensor,Galileo-I (1990-12-08),2.8,10000000.0,0.3,3.92,5368848.33511883,5368844.41511883,1369603.1671221505,true
qtensor,NEAR (1998-01-23),2.8,10000000.0,0.3,13.46,4110201.9461889016,4110188.4861889016,305363.1861953121,true
qtensor,Cassini (1999-08-18),2.8,10000000.0,0.3,-2.0,9604984.078948602,9604986.078948602,4802493.039474301,false
qtensor,Rosetta-I (2005-03-04),2.8,10000000.0,0.3,1.8,2317529.4691848275,2317527.6691848277,1287515.3717693486,true
qtensor,MESSENGER (2005-08-02),2.8,10000000.0,0.3,0.02,2433302.597830489,2433302.577830489,121665128.89152443,true
qtensor,Juno (2013-10-09),2.8,10000000.0,0.3,0.0,5937623.302725582,5937623.302725582,5.937623302725583e18,false
qtensor,Pioneer 11,2.8,10000000.0,0.3,8.74e-10,0.025119402279499634,0.025119401405499633,28740733.873569377,true
qtensor,Galileo-I (1990-12-08),2.8,149597870.7,0.3,3.92,5369363.1618776545,5369359.241877655,1369734.5004789936,true
qtensor,NEAR (1998-01-23),2.8,149597870.7,0.3,13.46,4110573.417861796,4110559.957861796,305390.78438794916,true
qtensor,Cassini (1999-08-18),2.8,149597870.7,0.3,-2.0,9605932.162655076,9605934.162655076,4802967.081327538,false
qtensor,Rosetta-I (2005-03-04),2.8,149597870.7,0.3,1.8,2317781.9375176695,2317780.1375176697,1287655.6319542609,true
qtensor,MESSENGER (2005-08-02),2.8,149597870.7,0.3,0.02,2433580.144505739,2433580.124505739,121679006.22528696,true
qtensor,Juno (2013-10-09),2.8,149597870.7,0.3,0.0,5938161.488113763,5938161.488113763,5.938161488113763e18,false
qtensor,Pioneer 11,2.8,149597870.7,0.3,8.74e-10,0.025119402279499634,0.025119401405499633,28740733.873569377,true
qtensor,Galileo-I (1990-12-08),2.8,5983914828.0,0.3,3.92,5369399.079113962,5369395.159113962,1369743.6630392761,true
qtensor,NEAR (1998-01-23),2.8,5983914828.0,0.3,13.46,4110599.3354921304,4110585.8754921304,305392.7099176917,true
qtensor,Cassini (1999-08-18),2.8,5983914828.0,0.3,-2.0,9605998.304193417,9606000.304193417,4803000.152096708,false
