radius_x,v_nfw,v_zd_sedenion,v_zd_pathion,v_total_16d,v_total_32d
2.2550,92.9833,1.0640,2.1973,94.0473,95.1806
2.2600,92.9816,1.0810,2.2376,94.0626,95.2193
2.2650,92.9800,1.0977,2.2778,94.0776,95.2578
2.2700,92.9782,1.1141,2.3178,94.0923,95.2960
2.2750,92.9763,1.1302,2.3576,94.1065,95.3339
2.2800,92.9744,1.1461,2.3972,94.1205,95.3716
2.2850,92.9724,1.1616,2.4366,94.1340,95.4090
2.2900,92.9703,1.1768,2.4758,94.1471,95.4461
2.2950,92.9681,1.1917,2.5148,94.1599,95.4829
2.3000,92.9659,1.2063,2.5535,94.1722,95.5194
2.3050,92.9636,1.2206,2.5921,94.1841,95.5556
2.3100,92.9612,1.2345,2.6303,94.1957,95.5915
2.3150,92.9587,1.2480,2.6684,94.2068,95.6271
2.3200,92.9562,1.2612,2.7061,94.2174,95.6623
2.3250,92.9536,1.2741,2.7436,94.2277,95.6972
2.3300,92.9509,1.2865,2.7809,94.2374,95.7318
2.3350,92.9482,1.2986,2.8178,94.2468,95.7660
2.3400,92.9453,1.3103,2.8545,94.2557,95.7998
2.3450,92.9425,1.3217,2.8908,94.2641,95.8333
2.3500,92.9395,1.3326,2.9269,94.2721,95.8664
2.3550,92.9365,1.3432,2.9627,94.2796,95.8991
2.3600,92.9334,1.3533,2.9981,94.2867,95.9315
2.3650,92.9302,1.3631,3.0332,94.2933,95.9634
2.3700,92.9270,1.3724,3.0680,94.2994,95.9949
2.3750,92.9237,1.3813,3.1024,94.3050,96.0261
2.3800,92.9203,1.3898,3.1365,94.3101,96.0568
2.3850,92.9168,1.3979,3.1703,94.3148,96.0871
2.3900,92.9133,1.4056,3.2036,94.3189,96.1170
2.3950,92.9098,1.4128,3.2367,94.3226,96.1464
2.4000,92.9061,1.4197,3.2693,94.3258,96.1755
2.4050,92.9024,1.4261,3.3016,94.3285,96.2040
2.4100,92.8987,1.4321,3.3335,94.3307,96.2322
2.4150,92.8949,1.4376,3.3650,94.3325,96.2599
2.4200,92.8910,1.4427,3.3961,94.3337,96.2871
2.4250,92.8870,1.4474,3.4269,94.3344,96.3139
2.4300,92.8830,1.4517,3.4572,94.3347,96.3402
2.4350,92.8789,1.4556,3.4871,94.3345,96.3660
2.4400,92.8748,1.4590,3.5167,94.3338,96.3914
2.4450,92.8706,1.4620,3.5458,94.3326,96.4163
2.4500,92.8663,1.4646,3.5745,94.3309,96.4408
2.4550,92.8620,1.4667,3.6028,94.3287,96.4647
2.4600,92.8576,1.4685,3.6306,94.3261,96.4882
2.4650,92.8532,1.4698,3.6581,94.3230,96.5112
2.4700,92.8487,1.4708,3.6851,94.3194,96.5338
2.4750,92.8441,1.4713,3.7117,94.3154,96.5558
2.4800,92.8395,1.4714,3.7379,94.3109,96.5774
2.4850,92.8348,1.4712,3.7637,94.3060,96.5985
2.4900,92.8301,1.4706,3.7890,94.3006,96.6191
2.4950,92.8253,1.4695,3.8139,94.2948,96.6392
2.5000,92.8205,1.4681,3.8384,94.2886,96.6588
2.5050,92.8155,1.4664,3.8625,94.2819,96.6780
2.5100,92.8106,1.4643,3.8861,94.2749,96.6967
2.5150,92.8056,1.4618,3.9093,94.2674,96.7149
2.5200,92.8005,1.4590,3.9321,94.2595,96.7326
2.5250,92.7954,1.4558,3.9545,94.2512,96.7499
2.5300,92.7902,1.4523,3.9765,94.2425,96.7667
2.5350,92.7850,1.4485,3.9981,94.2335,96.7830
2.5400,92.7797,1.4444,4.0192,94.2241,96.7989
2.5450,92.7744,1.4400,4.0400,94.2143,96.8143
2.5500,92.7690,1.4352,4.0603,94.2042,96.8293
2.5550,92.7635,1.4302,4.0803,94.1938,96.8438
2.5600,92.7580,1.4250,4.0999,94.1830,96.8579
2.5650,92.7525,1.4194,4.1190,94.1719,96.8715
2.5700,92.7469,1.4136,4.1378,94.1605,96.8847
2.5750,92.7412,1.4076,4.1563,94.1489,96.8975
2.5800,92.7356,1.4013,4.1743,94.1369,96.9099
2.5850,92.7298,1.3949,4.1920,94.1247,96.9218
2.5900,92.7240,1.3882,4.2094,94.1122,96.9334
2.5950,92.7182,1.3813,4.2264,94.0994,96.9445
2.6000,92.7123,1.3742,4.2430,94.0865,96.9553
2.6050,92.7063,1.3670,4.2593,94.0733,96.9657
2.6100,92.7003,1.3596,4.2753,94.0599,96.9757
2.6150,92.6943,1.3520,4.2910,94.0463,96.9853
2.6200,92.6882,1.3443,4.3064,94.0325,96.9946
2.6250,92.6821,1.3365,4.3214,94.0186,97.0035
2.6300,92.6759,1.3286,4.3362,94.0044,97.0121
2.6350,92.6696,1.3206,4.3507,93.9902,97.0203
2.6400,92.6634,1.3124,4.3649,93.9758,97.0283
2.6450,92.6570,1.3043,4.3789,93.9613,97.0359
2.6500,92.6507,1.2960,4.3926,93.9467,97.0433
2.6550,92.6443,1.2877,4.4060,93.9320,97.0503
2.6600,92.6378,1.2794,4.4193,93.9172,97.0571
2.6650,92.6313,1.2710,4.4323,93.9023,97.0636
2.6700,92.6247,1.2626,4.4451,93.8874,97.0698
2.6750,92.6182,1.2543,4.4576,93.8724,97.0758
2.6800,92.6115,1.2459,4.4700,93.8574,97.0816
2.6850,92.6048,1.2376,4.4823,93.8424,97.0871
2.6900,92.5981,1.2293,4.4943,93.8274,97.0924
2.6950,92.5914,1.2210,4.5062,93.8124,97.0975
2.7000,92.5845,1.2129,4.5179,93.7974,97.1025
2.7050,92.5777,1.2047,4.5295,93.7824,97.1072
2.7100,92.5708,1.1967,4.5410,93.7675,97.1118
2.7150,92.5639,1.1888,4.5524,93.7526,97.1162
2.7200,92.5569,1.1809,4.5636,93.7378,97.1205
2.7250,92.5499,1.1732,4.5748,93.7231,97.1247
2.7300,92.5428,1.1656,4.5859,93.7084,97.1287
2.7350,92.5357,1.1581,4.5969,93.6939,97.1326
2.7400,92.5286,1.1508,4.6079,93.6794,97.1365
2.7450,92.5214,1.1437,4.6188,93.6651,97.1402
2.7500,92.5142,1.1367,4.6297,93.6508,97.1439
2.7550,92.5069,1.1298,4.6406,93.6368,97.1475
2.7600,92.4996,1.1232,4.6514,93.6228,97.1511
2.7650,92.4923,1.1168,4.6623,93.6090,97.1546
2.7700,92.4849,1.1105,4.6732,93.5954,97.1581
2.7750,92.4775,1.1045,4.6841,93.5820,97.1616
2.7800,92.4700,1.0986,4.6950,93.5687,97.1650
2.7850,92.4626,1.0930,4.7060,93.5556,97.1685
2.7900,92.4550,1.0876,4.7170,93.5426,97.1720
2.7950,92.4475,1.0825,4.7281,93.5299,97.1755
2.8000,92.4399,1.0775,4.7392,93.5174,97.1791
2.8050,92.4322,1.0729,4.7505,93.5051,97.1827
2.8100,92.4245,1.0684,4.7618,93.4930,97.1863
2.8150,92.4168,1.0642,4.7732,93.4811,97.1901
2.8200,92.4091,1.0603,4.7848,93.4694,97.1939
2.8250,92.4013,1.0567,4.7965,93.4580,97.1978
2.8300,92.3935,1.0533,4.8083,93.4467,97.2018
2.8350,92.3856,1.0501,4.8202,93.4358,97.2058
2.8400,92.3777,1.0472,4.8323,93.4250,97.2100
2.8450,92.3698,1.0446,4.8445,93.4145,97.2144
2.8500,92.3619,1.0423,4.8569,93.4042,97.2188
2.8550,92.3539,1.0402,4.8695,93.3941,97.2234
2.8600,92.3458,1.0384,4.8823,93.3843,97.2281
2.8650,92.3378,1.0369,4.8952,93.3747,97.2330
2.8700,92.3297,1.0356,4.9083,93.3653,97.2380
2.8750,92.3216,1.0346,4.9216,93.3562,97.2432
2.8800,92.3134,1.0339,4.9352,93.3473,97.2486
2.8850,92.3052,1.0334,4.9489,93.3386,97.2541
2.8900,92.2970,1.0332,4.9628,93.3302,97.2598
2.8950,92.2887,1.0333,4.9770,93.3220,97.2657
2.9000,92.2804,1.0336,4.9914,93.3140,97.2718
2.9050,92.2721,1.0341,5.0060,93.3062,97.2781
2.9100,92.2638,1.0349,5.0208,93.2987,97.2846
2.9150,92.2554,1.0359,5.0359,93.2913,97.2913
2.9200,92.2470,1.0372,5.0512,93.2841,97.2981
2.9250,92.2385,1.0387,5.0667,93.2772,97.3052
2.9300,92.2300,1.0404,5.0825,93.2704,97.3125
2.9350,92.2215,1.0423,5.0985,93.2638,97.3200
2.9400,92.2130,1.0444,5.1148,93.2574,97.3278
2.9450,92.2044,1.0467,5.1313,93.2512,97.3357
2.9500,92.1958,1.0493,5.1480,93.2451,97.3438
2.9550,92.1872,1.0519,5.1650,93.2391,97.3522
2.9600,92.1785,1.0548,5.1822,93.2333,97.3608
2.9650,92.1698,1.0578,5.1997,93.2277,97.3696
2.9700,92.1611,1.0610,5.2174,93.2221,97.3785
2.9750,92.1524,1.0643,5.2354,93.2167,97.3877
2.9800,92.1436,1.0678,5.2536,93.2114,97.3972
2.9850,92.1348,1.0714,5.2720,93.2062,97.4068
2.9900,92.1260,1.0750,5.2906,93.2010,97.4166
2.9950,92.1171,1.0788,5.3095,93.1959,97.4266
3.0000,92.1082,1.0827,5.3286,93.1909,97.4368
3.0050,92.0993,1.0866,5.3480,93.1859,97.4473
3.0100,92.0904,1.0906,5.3675,93.1810,97.4579
3.0150,92.0814,1.0947,5.3873,93.1761,97.4686
3.0200,92.0724,1.0988,5.4072,93.1712,97.4796
3.0250,92.0634,1.1029,5.4274,93.1662,97.4908
3.0300,92.0543,1.1070,5.4477,93.1613,97.5021
3.0350,92.0452,1.1111,5.4683,93.1563,97.5135
3.0400,92.0361,1.1152,5.4890,93.1513,97.5252
3.0450,92.0270,1.1193,5.5099,93.1463,97.5369
3.0500,92.0179,1.1233,5.5310,93.1411,97.5489
3.0550,92.0087,1.1272,5.5522,93.1359,97.5609
3.0600,91.9995,1.1311,5.5736,93.1306,97.5731
3.0650,91.9902,1.1349,5.5952,93.1251,97.5854
3.0700,91.9810,1.1386,5.6168,93.1196,97.5978
3.0750,91.9717,1.1422,5.6386,93.1139,97.6103
3.0800,91.9624,1.1456,5.6606,93.1080,97.6229
3.0850,91.9530,1.1489,5.6826,93.1019,97.6356
3.0900,91.9437,1.1520,5.7047,93.0957,97.6484
3.0950,91.9343,1.1550,5.7269,93.0893,97.6612
3.1000,91.9249,1.1578,5.7492,93.0826,97.6741
3.1050,91.9155,1.1603,5.7716,93.0758,97.6871
3.1100,91.9060,1.1626,5.7940,93.0687,97.7000
3.1150,91.8965,1.1647,5.8165,93.0613,97.7130
3.1200,91.8870,1.1666,5.8390,93.0536,97.7261
3.1250,91.8775,1.1682,5.8616,93.0457,97.7391
3.1300,91.8680,1.1695,5.8841,93.0375,97.7521
3.1350,91.8584,1.1705,5.9067,93.0289,97.7651
3.1400,91.8488,1.1713,5.9292,93.0200,97.7780
3.1450,91.8392,1.1717,5.9518,93.0108,97.7909
3.1500,91.8295,1.1717,5.9743,93.0013,97.8038
3.1550,91.8199,1.1714,5.9967,92.9913,97.8166
3.1600,91.8102,1.1708,6.0191,92.9810,97.8293
3.1650,91.8005,1.1698,6.0415,92.9703,97.8420
3.1700,91.7908,1.1684,6.0637,92.9592,97.8545
3.1750,91.7810,1.1667,6.0859,92.9477,97.8669
3.1800,91.7712,1.1645,6.1080,92.9357,97.8792
3.1850,91.7614,1.1619,6.1299,92.9233,97.8914
3.1900,91.7516,1.1589,6.1518,92.9105,97.9034
3.1950,91.7418,1.1554,6.1735,92.8972,97.9152
3.2000,91.7319,1.1515,6.1950,92.8834,97.9269
3.2050,91.7221,1.1471,6.2164,92.8692,97.9384
3.2100,91.7122,1.1423,6.2376,92.8544,97.9497
3.2150,91.7022,1.1369,6.2586,92.8392,97.9608
3.2200,91.6923,1.1311,6.2794,92.8234,97.9717
3.2250,91.6823,1.1249,6.3000,92.8072,97.9823
3.2300,91.6724,1.1181,6.3204,92.7904,97.9928
3.2350,91.6624,1.1108,6.3405,92.7731,98.0029
3.2400,91.6523,1.1029,6.3604,92.7553,98.0128
3.2450,91.6423,1.0946,6.3801,92.7369,98.0224
3.2500,91.6322,1.0857,6.3995,92.7180,98.0317
3.2550,91.6222,1.0763,6.4186,92.6985,98.0408
3.2600,91.6121,1.0664,6.4374,92.6785,98.0495
3.2650,91.6020,1.0559,6.4559,92.6579,98.0579
3.2700,91.5918,1.0449,6.4741,92.6367,98.0660
3.2750,91.5817,1.0333,6.4920,92.6150,98.0737
3.2800,91.5715,1.0212,6.5096,92.5927,98.0811
3.2850,91.5613,1.0085,6.5268,92.5698,98.0881
3.2900,91.5511,0.9953,6.5437,92.5464,98.0948
3.2950,91.5409,0.9815,6.5602,92.5223,98.1011
3.3000,91.5306,0.9671,6.5764,92.4977,98.1070
3.3050,91.5204,0.9522,6.5922,92.4726,98.1125
3.3100,91.5101,0.9367,6.6076,92.4468,98.1177
3.3150,91.4998,0.9207,6.6226,92.4205,98.1224
3.3200,91.4895,0.9042,6.6372,92.3936,98.1267
3.3250,91.4791,0.8871,6.6514,92.3662,98.1306
3.3300,91.4688,0.8694,6.6652,92.3382,98.1340
3.3350,91.4584,0.8512,6.6786,92.3096,98.1370
3.3400,91.4480,0.8324,6.6916,92.2805,98.1396
3.3450,91.4376,0.8132,6.7041,92.2508,98.1418
3.3500,91.4272,0.7934,6.7162,92.2206,98.1434
3.3550,91.4168,0.7730,6.7279,92.1898,98.1447
3.3600,91.4063,0.7522,6.7391,92.1585,98.1455
3.3650,91.3959,0.7308,6.7499,92.1267,98.1458
3.3700,91.3854,0.7089,6.7602,92.0943,98.1456
3.3750,91.3749,0.6866,6.7701,92.0615,98.1450
3.3800,91.3644,0.6637,6.7795,92.0281,98.1439
3.3850,91.3538,0.6404,6.7885,91.9943,98.1423
3.3900,91.3433,0.6166,6.7970,91.9599,98.1403
3.3950,91.3327,0.5924,6.8051,91.9251,98.1378
3.4000,91.3221,0.5677,6.8126,91.8898,98.1348
3.4050,91.3115,0.5426,6.8197,91.8541,98.1313
3.4100,91.3009,0.5170,6.8264,91.8179,98.1273
3.4150,91.2903,0.4910,6.8326,91.7813,98.1229
3.4200,91.2797,0.4647,6.8383,91.7443,98.1180
3.4250,91.2690,0.4379,6.8436,91.7069,98.1126
3.4300,91.2583,0.4108,6.8484,91.6691,98.1067
3.4350,91.2477,0.3833,6.8527,91.6309,98.1004
3.4400,91.2370,0.3555,6.8566,91.5924,98.0936
3.4450,91.2262,0.3273,6.8600,91.5535,98.0863
3.4500,91.2155,0.2988,6.8630,91.5143,98.0785
3.4550,91.2048,0.2700,6.8656,91.4748,98.0703
3.4600,91.1940,0.2409,6.8676,91.4349,98.0616
3.4650,91.1832,0.2116,6.8693,91.3948,98.0525
3.4700,91.1724,0.1820,6.8705,91.3544,98.0430
3.4750,91.1617,0.1522,6.8713,91.3138,98.0330
3.4800,91.1508,0.1221,6.8717,91.2729,98.0225
3.4850,91.1400,0.0918,6.8716,91.2319,98.0116
3.4900,91.1292,0.0614,6.8712,91.1906,98.0003
3.4950,91.1183,0.0308,6.8703,91.1491,97.9886
3.5000,91.1074,0.0000,6.8690,91.1074,97.9765
3.5050,91.0966,-0.0309,6.8674,91.0657,97.9640
3.5100,91.0857,-0.0619,6.8654,91.0237,97.9510
3.5150,91.0748,-0.0931,6.8630,90.9817,97.9377
3.5200,91.0638,-0.1243,6.8602,90.9396,97.9240
3.5250,91.0529,-0.1555,6.8571,90.8974,97.9100
3.5300,91.0420,-0.1868,6.8536,90.8551,97.8956
3.5350,91.0310,-0.2182,6.8498,90.8128,97.8808
3.5400,91.0200,-0.2495,6.8457,90.7705,97.8657
3.5450,91.0091,-0.2808,6.8412,90.7282,97.8503
3.5500,90.9981,-0.3121,6.8365,90.6859,97.8345
3.5550,90.9871,-0.3434,6.8314,90.6437,97.8185
3.5600,90.9760,-0.3746,6.8261,90.6014,97.8021
3.5650,90.9650,-0.4057,6.8205,90.5593,97.7855
3.5700,90.9540,-0.4367,6.8147,90.5173,97.7686
3.5750,90.9429,-0.4676,6.8085,90.4753,97.7515
3.5800,90.9318,-0.4983,6.8022,90.4335,97.7340
3.5850,90.9208,-0.5289,6.7956,90.3918,97.7164
3.5900,90.9097,-0.5593,6.7889,90.3503,97.6985
3.5950,90.8986,-0.5896,6.7819,90.3090,97.6805
3.6000,90.8875,-0.6196,6.7747,90.2679,97.6622
3.6050,90.8763,-0.6494,6.7674,90.2269,97.6437
3.6100,90.8652,-0.6790,6.7599,90.1862,97.6251
3.6150,90.8540,-0.7083,6.7523,90.1458,97.6063
3.6200,90.8429,-0.7373,6.7445,90.1056,97.5874
3.6250,90.8317,-0.7660,6.7366,90.0657,97.5683
3.6300,90.8205,-0.7945,6.7286,90.0261,97.5491
3.6350,90.8093,-0.8226,6.7205,89.9868,97.5299
3.6400,90.7981,-0.8504,6.7123,89.9478,97.5105
3.6450,90.7869,-0.8778,6.7041,89.9091,97.4911
3.6500,90.7757,-0.9049,6.6958,89.8708,97.4715
3.6550,90.7645,-0.9316,6.6875,89.8329,97.4520
3.6600,90.7532,-0.9579,6.6792,89.7953,97.4324
3.6650,90.7420,-0.9839,6.6708,89.7581,97.4128
3.6700,90.7307,-1.0094,6.6625,89.7213,97.3932
3.6750,90.7194,-1.0345,6.6541,89.6850,97.3736
3.6800,90.7082,-1.0592,6.6458,89.6490,97.3540
3.6850,90.6969,-1.0834,6.6376,89.6135,97.3344
3.6900,90.6856,-1.1071,6.6294,89.5784,97.3149
3.6950,90.6743,-1.1305,6.6212,89.5438,97.2955
3.7000,90.6629,-1.1533,6.6132,89.5096,97.2761
3.7050,90.6516,-1.1757,6.6052,89.4759,97.2568
3.7100,90.6403,-1.1975,6.5974,89.4427,97.2377
3.7150,90.6289,-1.2189,6.5897,89.4100,97.2186
3.7200,90.6175,-1.2398,6.5821,89.3777,97.1996
3.7250,90.6062,-1.2602,6.5747,89.3460,97.1808
3.7300,90.5948,-1.2801,6.5674,89.3147,97.1622
3.7350,90.5834,-1.2994,6.5603,89.2840,97.1437
3.7400,90.5720,-1.3183,6.5534,89.2538,97.1254
3.7450,90.5606,-1.3366,6.5467,89.2240,97.1073
3.7500,90.5492,-1.3544,6.5402,89.1948,97.0894
3.7550,90.5378,-1.3717,6.5339,89.1661,97.0716
3.7600,90.5263,-1.3884,6.5278,89.1379,97.0541
3.7650,90.5149,-1.4047,6.5220,89.1102,97.0369
3.7700,90.5034,-1.4204,6.5164,89.0831,97.0198
3.7750,90.4920,-1.4355,6.5111,89.0565,97.0031
3.7800,90.4805,-1.4502,6.5060,89.0303,96.9865
3.7850,90.4691,-1.4643,6.5012,89.0047,96.9703
3.7900,90.4576,-1.4780,6.4967,88.9796,96.9543
3.7950,90.4461,-1.4911,6.4926,88.9550,96.9386
3.8000,90.4346,-1.5037,6.4887,88.9309,96.9232
3.8050,90.4231,-1.5158,6.4851,88.9073,96.9081
3.8100,90.4116,-1.5274,6.4818,88.8842,96.8934
3.8150,90.4000,-1.5385,6.4789,88.8616,96.8789
3.8200,90.3885,-1.5491,6.4763,88.8394,96.8648
3.8250,90.3770,-1.5593,6.4740,88.8177,96.8509
3.8300,90.3654,-1.5689,6.4720,88.7965,96.8375
3.8350,90.3539,-1.5782,6.4705,88.7757,96.8243
3.8400,90.3423,-1.5869,6.4692,88.7554,96.8115
3.8450,90.3307,-1.5953,6.4684,88.7355,96.7991
3.8500,90.3192,-1.6032,6.4678,88.7160,96.7870
3.8550,90.3076,-1.6106,6.4677,88.6969,96.7753
3.8600,90.2960,-1.6177,6.4679,88.6783,96.7639
3.8650,90.2844,-1.6244,6.4685,88.6600,96.7529
3.8700,90.2728,-1.6307,6.4694,88.6421,96.7422
3.8750,90.2612,-1.6367,6.4708,88.6245,96.7320
3.8800,90.2496,-1.6423,6.4725,88.6073,96.7220
3.8850,90.2379,-1.6475,6.4746,88.5904,96.7125
3.8900,90.2263,-1.6525,6.4770,88.5738,96.7033
3.8950,90.2147,-1.6571,6.4799,88.5576,96.6945
3.9000,90.2030,-1.6614,6.4831,88.5416,96.6861
3.9050,90.1914,-1.6655,6.4867,88.5259,96.6780
3.9100,90.1797,-1.6693,6.4906,88.5104,96.6703
3.9150,90.1680,-1.6729,6.4949,88.4952,96.6630
3.9200,90.1564,-1.6762,6.4996,88.4801,96.6560
3.9250,90.1447,-1.6794,6.5047,88.4653,96.6494
3.9300,90.1330,-1.6824,6.5101,88.4506,96.6431
3.9350,90.1213,-1.6852,6.5159,88.4361,96.6372
3.9400,90.1096,-1.6878,6.5221,88.4218,96.6317
3.9450,90.0979,-1.6904,6.5285,88.4075,96.6264
3.9500,90.0862,-1.6928,6.5354,88.3934,96.6216
3.9550,90.0745,-1.6952,6.5426,88.3793,96.6170
3.9600,90.0628,-1.6975,6.5501,88.3653,96.6128
3.9650,90.0510,-1.6997,6.5579,88.3513,96.6089
3.9700,90.0393,-1.7019,6.5660,88.3374,96.6053
3.9750,90.0276,-1.7042,6.5745,88.3234,96.6021
3.9800,90.0158,-1.7064,6.5833,88.3094,96.5991
3.9850,90.0041,-1.7087,6.5924,88.2954,96.5964
3.9900,89.9923,-1.7110,6.6017,88.2813,96.5940
3.9950,89.9805,-1.7135,6.6114,88.2671,96.5919
4.0000,89.9688,-1.7160,6.6213,88.2528,96.5900
4.0050,89.9570,-1.7187,6.6314,88.2383,96.5884
4.0100,89.9452,-1.7215,6.6419,88.2237,96.5871
4.0150,89.9334,-1.7245,6.6525,88.2089,96.5860
4.0200,89.9216,-1.7277,6.6634,88.1940,96.5851
4.0250,89.9098,-1.7311,6.6746,88.1788,96.5844
4.0300,89.8980,-1.7347,6.6859,88.1633,96.5839
4.0350,89.8862,-1.7386,6.6974,88.1476,96.5837
4.0400,89.8744,-1.7428,6.7091,88.1317,96.5836
4.0450,89.8626,-1.7472,6.7210,88.1154,96.5837
4.0500,89.8508,-1.7520,6.7331,88.0988,96.5839
4.0550,89.8390,-1.7572,6.7453,88.0818,96.5843
4.0600,89.8271,-1.7627,6.7577,88.0645,96.5848
4.0650,89.8153,-1.7685,6.7701,88.0468,96.5854
4.0700,89.8035,-1.7748,6.7827,88.0287,96.5862
4.0750,89.7916,-1.7815,6.7954,88.0101,96.5870
4.0800,89.7798,-1.7886,6.8082,87.9912,96.5880
4.0850,89.7679,-1.7962,6.8210,87.9717,96.5889
4.0900,89.7561,-1.8043,6.8339,87.9518,96.5900
4.0950,89.7442,-1.8128,6.8469,87.9314,96.5911
4.1000,89.7323,-1.8219,6.8599,87.9105,96.5922
4.1050,89.7205,-1.8315,6.8729,87.8890,96.5933
4.1100,89.7086,-1.8416,6.8859,87.8670,96.5944
4.1150,89.6967,-1.8523,6.8988,87.8444,96.5956
4.1200,89.6848,-1.8635,6.9118,87.8213,96.5966
4.1250,89.6729,-1.8754,6.9247,87.7975,96.5977
4.1300,89.6610,-1.8879,6.9376,87.7732,96.5987
4.1350,89.6492,-1.9009,6.9504,87.7482,96.5996
4.1400,89.6373,-1.9147,6.9632,87.7226,96.6004
4.1450,89.6253,-1.9290,6.9758,87.6963,96.6011
4.1500,89.6134,-1.9440,6.9883,87.6694,96.6017
4.1550,89.6015,-1.9597,7.0007,87.6418,96.6022
4.1600,89.5896,-1.9760,7.0130,87.6136,96.6026
4.1650,89.5777,-1.9931,7.0251,87.5846,96.6028
4.1700,89.5658,-2.0108,7.0370,87.5549,96.6028
4.1750,89.5538,-2.0293,7.0488,87.5246,96.6026
4.1800,89.5419,-2.0484,7.0604,87.4935,96.6023
4.1850,89.5300,-2.0683,7.0717,87.4617,96.6017
4.1900,89.5180,-2.0889,7.0829,87.4291,96.6009
4.1950,89.5061,-2.1102,7.0938,87.3959,96.5999
4.2000,89.4942,-2.1323,7.1045,87.3618,96.5986
4.2050,89.4822,-2.1551,7.1149,87.3271,96.5971
4.2100,89.4703,-2.1787,7.1250,87.2916,96.5953
4.2150,89.4583,-2.2030,7.1349,87.2553,96.5932
4.2200,89.4463,-2.2280,7.1444,87.2183,96.5908
4.2250,89.4344,-2.2538,7.1537,87.1806,96.5881
4.2300,89.4224,-2.2804,7.1626,87.1420,96.5851
4.2350,89.4104,-2.3077,7.1713,87.1028,96.5817
4.2400,89.3985,-2.3357,7.1795,87.0628,96.5780
4.2450,89.3865,-2.3645,7.1875,87.0220,96.5740
4.2500,89.3745,-2.3940,7.1950,86.9805,96.5695
4.2550,89.3625,-2.4243,7.2022,86.9382,96.5648
4.2600,89.3506,-2.4553,7.2090,86.8952,96.5596
4.2650,89.3386,-2.4870,7.2154,86.8515,96.5540
4.2700,89.3266,-2.5195,7.2215,86.8071,96.5481
4.2750,89.3146,-2.5527,7.2271,86.7619,96.5417
4.2800,89.3026,-2.5865,7.2323,86.7160,96.5349
4.2850,89.2906,-2.6211,7.2371,86.6695,96.5277
4.2900,89.2786,-2.6564,7.2414,86.6222,96.5200
4.2950,89.2666,-2.6923,7.2453,86.5743,96.5119
4.3000,89.2546,-2.7289,7.2488,86.5257,96.5034
4.3050,89.2426,-2.7662,7.2518,86.4764,96.4944
4.3100,89.2306,-2.8041,7.2544,86.4265,96.4850
4.3150,89.2186,-2.8426,7.2565,86.3759,96.4751
4.3200,89.2065,-2.8818,7.2582,86.3247,96.4647
4.3250,89.1945,-2.9216,7.2593,86.2730,96.4539
4.3300,89.1825,-2.9619,7.2600,86.2206,96.4425
4.3350,89.1705,-3.0028,7.2603,86.1677,96.4308
4.3400,89.1585,-3.0443,7.2600,86.1142,96.4185
4.3450,89.1464,-3.0863,7.2593,86.0602,96.4057
4.3500,89.1344,-3.1288,7.2581,86.0056,96.3925
4.3550,89.1224,-3.1718,7.2564,85.9506,96.3787
4.3600,89.1103,-3.2153,7.2542,85.8950,96.3645
4.3650,89.0983,-3.2593,7.2515,85.8390,96.3498
4.3700,89.0863,-3.3037,7.2483,85.7826,96.3346
4.3750,89.0742,-3.3485,7.2447,85.7257,96.3189
4.3800,89.0622,-3.3937,7.2406,85.6685,96.3027
4.3850,89.0501,-3.4393,7.2359,85.6108,96.2861
4.3900,89.0381,-3.4852,7.2308,85.5529,96.2689
4.3950,89.0260,-3.5315,7.2253,85.4945,96.2513
4.4000,89.0140,-3.5781,7.2192,85.4359,96.2332
4.4050,89.0019,-3.6250,7.2127,85.3770,96.2146
4.4100,88.9899,-3.6721,7.2057,85.3178,96.1956
4.4150,88.9778,-3.7195,7.1982,85.2584,96.1760
4.4200,88.9658,-3.7671,7.1903,85.1987,96.1561
4.4250,88.9537,-3.8148,7.1819,85.1389,96.1356
4.4300,88.9417,-3.8627,7.1730,85.0789,96.1147
4.4350,88.9296,-3.9108,7.1638,85.0188,96.0934
4.4400,88.9175,-3.9590,7.1540,84.9586,96.0716
4.4450,88.9055,-4.0072,7.1439,84.8982,96.0494
4.4500,88.8934,-4.0556,7.1333,84.8379,96.0267
4.4550,88.8813,-4.1039,7.1223,84.7774,96.0037
4.4600,88.8693,-4.1523,7.1109,84.7170,95.9802
4.4650,88.8572,-4.2006,7.0991,84.6566,95.9563
4.4700,88.8451,-4.2489,7.0869,84.5963,95.9320
4.4750,88.8331,-4.2971,7.0743,84.5360,95.9074
4.4800,88.8210,-4.3452,7.0614,84.4758,95.8824
4.4850,88.8089,-4.3932,7.0481,84.4157,95.8570
4.4900,88.7968,-4.4410,7.0344,84.3558,95.8312
4.4950,88.7848,-4.4887,7.0204,84.2961,95.8051
4.5000,88.7727,-4.5361,7.0060,84.2366,95.7787
4.5050,88.7606,-4.5833,6.9914,84.1773,95.7520
4.5100,88.7485,-4.6303,6.9764,84.1182,95.7249
4.5150,88.7364,-4.6770,6.9612,84.0594,95.6976
4.5200,88.7244,-4.7234,6.9456,84.0010,95.6700
4.5250,88.7123,-4.7694,6.9298,83.9429,95.6421
4.5300,88.7002,-4.8151,6.9137,83.8851,95.6139
4.5350,88.6881,-4.8604,6.8974,83.8277,95.5855
4.5400,88.6760,-4.9053,6.8809,83.7707,95.5569
